#Temperatures Spanned = 301.198 to 1130.029 [K]
#D  Retention = 3.1646e+20 [ D/m^2] where D = 2 x D2 + 1 x HD
Time[s]     Temp[K]     [D/m^2/s]   [HD/m^2/s]  [D2/m^2/s] 
1.8700e+02	3.0120e+02	-3.3605e+14	-3.2190e+14	-7.0765e+12
1.9400e+02	3.0425e+02	-2.7520e+14	-2.7521e+14	6.1633e+09
2.0000e+02	3.0750e+02	-2.3465e+14	-2.2822e+14	-3.2167e+12
2.0700e+02	3.1130e+02	-1.5598e+14	-1.3029e+14	-1.2846e+13
2.1400e+02	3.1404e+02	-1.8978e+12	3.5749e+13	-1.8823e+13
2.2100e+02	3.1551e+02	1.6177e+14	2.1048e+14	-2.4354e+13
2.2700e+02	3.1676e+02	4.0137e+14	4.7200e+14	-3.5311e+13
2.3400e+02	3.1884e+02	7.5413e+14	8.5137e+14	-4.8621e+13
2.4100e+02	3.2220e+02	9.4666e+14	1.0858e+15	-6.9550e+13
2.4700e+02	3.2507e+02	9.1894e+14	1.1445e+15	-1.1280e+14
2.5400e+02	3.2819e+02	5.7875e+14	9.4307e+14	-1.8216e+14
2.6100e+02	3.3042e+02	6.1800e+13	6.0537e+14	-2.7178e+14
2.6700e+02	3.3234e+02	-2.8501e+14	4.5764e+14	-3.7132e+14
2.7400e+02	3.3460e+02	-6.8075e+14	2.5921e+14	-4.6998e+14
2.8100e+02	3.3718e+02	-1.2552e+15	-1.4648e+14	-5.5436e+14
2.8800e+02	3.3976e+02	-1.8903e+15	-6.5277e+14	-6.1876e+14
2.9400e+02	3.4197e+02	-1.0971e+15	1.7402e+14	-6.3556e+14
3.0100e+02	3.4448e+02	1.7716e+15	2.9295e+15	-5.7896e+14
3.0800e+02	3.4697e+02	5.8074e+15	6.7800e+15	-4.8629e+14
3.1400e+02	3.4911e+02	1.1004e+16	1.1718e+16	-3.5730e+14
3.2100e+02	3.5079e+02	1.7628e+16	1.8007e+16	-1.8922e+14
3.2800e+02	3.5232e+02	2.5614e+16	2.5676e+16	-3.0891e+13
3.3400e+02	3.5363e+02	3.3470e+16	3.3226e+16	1.2215e+14
3.4100e+02	3.5587e+02	4.0088e+16	3.9528e+16	2.7966e+14
3.4800e+02	3.5839e+02	4.6271e+16	4.5341e+16	4.6493e+14
3.5500e+02	3.6091e+02	5.1023e+16	4.9787e+16	6.1803e+14
3.6100e+02	3.6298e+02	5.5060e+16	5.3509e+16	7.7546e+14
3.6800e+02	3.6535e+02	5.8593e+16	5.6661e+16	9.6601e+14
3.7500e+02	3.6771e+02	6.0871e+16	5.8776e+16	1.0476e+15
3.8100e+02	3.6953e+02	6.2787e+16	6.0534e+16	1.1264e+15
3.8800e+02	3.7147e+02	6.4801e+16	6.2128e+16	1.3363e+15
3.9500e+02	3.7340e+02	6.6654e+16	6.3416e+16	1.6190e+15
4.0100e+02	3.7508e+02	6.7963e+16	6.4172e+16	1.8950e+15
4.0800e+02	3.7707e+02	6.9025e+16	6.4647e+16	2.1890e+15
4.1500e+02	3.7907e+02	7.0431e+16	6.5424e+16	2.5037e+15
4.2100e+02	3.8092e+02	7.1883e+16	6.6303e+16	2.7900e+15
4.2800e+02	3.8351e+02	7.2653e+16	6.6481e+16	3.0859e+15
4.3500e+02	3.8610e+02	7.2831e+16	6.5994e+16	3.4185e+15
4.4100e+02	3.8831e+02	7.2506e+16	6.4777e+16	3.8649e+15
