# Total D retention: 3.165E+20 1/m^2
# DH retention: 1.804E+20 1/m^2
# D2 retention: 7.306E+19 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV)
1.4248836081855326e+20,0.0,2.9265385844726874,1.3371913815340974e-05
