# Total D retention: 7.821E+22 1/m^2
# DH retention: 1.202E+22 1/m^2
# D2 retention: 3.310E+22 1/m^2
Total desorption (1/m^2),Total desorption error (1/m^2),Et (eV),Et _err (eV),L (m),L error (m),D0 (m^2/s),D0 error (m^2/s),Ed (eV),Ed error (eV)
5.428317966984949e+22,0.0,2.273303925058176,0.0880652329359144,1.7135565253557366e-06,1.1537507004922424e-06,3.5663358049041973e-09,1.0098161466659446e-08,1.1323073697284542,0.10828919674087412
