# Results from black body fit 
# =========================== 
# Temperature [K]: 949.7 -/+ 38.1
# Scaling factor: 2.04E+00 -/+ 1.51E+00
# Fit local minima: True
# f_scale: 0.1
Wavelength (nm),Radiance (W/cm^2/ster/nm)
400.1153503545256,-1.8493072383862036e-08
400.1403203545256,-1.2700912725958216e-08
400.1652803545256,4.0164238430511886e-10
400.1902103545256,-2.9326384833600053e-09
400.4398203545256,-1.7824935608797792e-08
400.53973035452555,-5.249996240390215e-09
400.5646903545256,-1.6600526001742428e-08
400.9895603545256,-2.1350865727899037e-08
401.0145503545256,-1.1832723167579806e-08
401.03955035452555,-1.3427596635265385e-08
401.06457035452553,-1.6121106224671102e-08
401.08960035452554,-1.8134162850641646e-08
401.2146603545256,-2.136512445443521e-08
401.3147603545256,-1.3695783462929363e-08
401.33978035452554,-9.653482023478596e-09
401.3648003545255,-8.958288204902533e-09
401.3898603545255,1.864402958366428e-09
401.4148803545256,9.935598635529884e-09
401.4399103545256,3.0297336307293217e-09
401.4649303545256,-5.146599736602729e-09
401.4899903545256,-1.9206143681690987e-08
401.6652803545256,-9.928477647582664e-09
401.69033035452554,-6.465496455116628e-09
401.71539035452554,-1.3187955255260315e-08
401.7404403545256,-2.180748236700868e-08
401.8657503545256,-2.2731871775957112e-08
401.9910903545256,-2.277683058696367e-08
402.01614035452553,-4.565346281129328e-09
402.0412303545256,-3.1085702577845356e-10
402.0663103545256,-7.679982064790957e-09
402.0913703545256,-1.5013437400755935e-08
402.1164503545256,-1.7938833969650485e-08
402.14154035452555,-1.7387127563593455e-08
402.1666203545255,-1.892287752375193e-08
402.29205035452554,-8.771039040861343e-09
402.3171403545256,6.575791221677296e-09
402.3422203545256,5.998931747927026e-09
402.36734035452554,3.773468041515728e-10
402.39242035452554,-1.4116388033368893e-08
402.4175403545256,-2.2479843865356248e-08
402.4426203545256,-2.227848509894068e-08
402.4677403545256,-2.209139242832286e-08
402.4928303545255,-2.1919660284227085e-08
402.51794035452554,-1.6202724596938626e-08
402.5430603545255,-9.426533258529799e-09
402.5681403545255,-1.6916790977611716e-08
402.7188403545255,-1.3502665371586377e-08
402.7439503545256,1.097233191853059e-09
402.7690703545255,1.8413855259885127e-09
402.79419035452554,-6.2247028646896704e-09
402.8193303545256,-3.08603322346319e-09
402.8444503545256,2.0258412729103185e-09
402.8695603545256,-3.055535053758483e-09
402.8947103545256,-1.5092248303679437e-08
402.9198303545256,-2.2761764036100746e-08
402.94497035452554,-1.2672019606650486e-08
402.97012035452553,-5.104042216410762e-09
402.9952403545255,-1.636629128771153e-08
403.0706803545256,-6.1097859369282685e-09
403.09579035452555,-7.512475562810746e-09
403.12094035452554,-1.53073726125637e-08
403.1460803545256,-1.709247665763861e-08
403.1712303545256,-1.7389797030172555e-08
403.1963803545256,-1.3669912123524182e-08
403.2215503545256,-1.2927259683356956e-08
