# Results from black body fit 
# =========================== 
# Temperature [K]: 972.7 -/+ 49.1
# Scaling factor: 8.21E-01 -/+ 7.49E-01
# Fit local minima: True
# f_scale: 0.1
Wavelength (nm),Radiance (W/cm^2/ster/nm)
400.0164598415203,-2.6932116122419978e-08
400.0414298415203,1.1100804290471664e-08
400.0663598415203,3.968387976486575e-08
400.09128984152034,5.3652924821219466e-08
400.11625984152033,6.974572491599359e-08
400.1412198415203,1.0663436436122919e-07
400.16614984152034,1.0185739265822958e-07
400.19111984152033,4.640440509159709e-08
400.2160798415203,-1.6207356977750816e-08
400.24100984152034,-3.087522836720897e-08
400.26597984152033,-2.3821245157714607e-08
400.2909398415203,-1.6972046316468512e-08
400.3158998415203,-1.3881076085144304e-08
400.3408698415203,-1.2273225213562965e-08
400.36582984152034,2.5291566500104466e-09
400.3907898415203,2.1639086057648934e-08
400.4157598415203,3.280600764860428e-08
400.4407498415203,2.4238057725956807e-08
400.4657098415203,1.7435807129161982e-08
400.4906798415203,3.293883387237087e-08
400.5156698415203,5.50939565373668e-08
400.54062984152034,4.5639926596130333e-08
400.56559984152034,2.0594925883557603e-08
400.59058984152034,9.996218580957325e-09
400.6155898415203,1.688964545766124e-08
400.64054984152034,3.500356527465137e-08
400.66553984152034,4.8401632744732934e-08
400.6905398415203,3.9447651372144436e-08
400.7155298415203,1.8608774982734943e-08
400.74048984152034,2.0185465959388976e-09
400.7654898415203,-1.3635758346579109e-08
400.7904798415203,-3.961202282756848e-08
400.86548984152034,-3.366170686685907e-08
400.8904898415203,-3.060482431839458e-08
400.9154798415203,-1.4670555742339443e-08
400.9404798415203,1.7365603872003125e-08
400.96549984152034,4.3615000039897704e-08
400.99048984152034,5.290514742445324e-08
401.0154898415203,4.920662434931104e-08
401.0405098415203,4.655526589617666e-08
401.0655398415203,4.5374590649268366e-08
401.0905298415203,3.8904707820419496e-08
401.1155498415203,3.305785498820368e-08
401.1405798415203,3.3406163724031525e-08
401.1655698415203,3.828761011459165e-08
401.19059984152034,3.295671731491788e-08
401.2156198415203,2.0102524389527565e-08
401.24064984152034,2.0514404655844433e-08
401.2656698415203,3.634188819083331e-08
401.29069984152034,4.6587412197790066e-08
401.3157198415203,4.5190535551867646e-08
401.3407398415203,4.5113914311870214e-08
401.3657998415203,5.541763238127676e-08
401.39081984152034,6.979118285706116e-08
401.4158498415203,7.152204982056756e-08
401.44086984152034,6.61301044993332e-08
401.46592984152034,5.99913607556837e-08
401.4909498415203,4.9761659390066547e-08
401.5160098415203,4.1539056205810554e-08
401.54105984152034,3.842876360802456e-08
401.5660898415203,2.6404914972415105e-08
401.5911398415203,2.3699768030513362e-08
401.6161998415203,3.8245083936481743e-08
401.6412198415203,4.986359803526967e-08
401.6662698415203,4.9238809258465424e-08
401.6913298415203,4.566326752031867e-08
401.71637984152034,4.5730405106337654e-08
401.74143984152033,3.8280266542703864e-08
401.7664898415203,3.2426521986549424e-08
401.7915498415203,3.931114923577624e-08
401.8166298415203,6.213180303241961e-08
401.8416898415203,8.164844722739887e-08
401.8667398415203,7.587921500975636e-08
401.8917998415203,5.192248798715806e-08
401.91688984152034,3.9625974310922136e-08
401.9419398415203,5.733474066405916e-08
401.96702984152034,8.651848372275809e-08
401.9920798415203,1.0944644872093981e-07
402.01716984152034,1.1688865355486641e-07
402.04224984152034,1.1661546883637434e-07
402.06730984152034,1.1404727619708048e-07
402.09238984152034,1.1401445006201406e-07
402.1174798415203,1.0390818552703792e-07
402.1425598415203,8.688502572948887e-08
402.1676498415203,7.25424400013512e-08
402.1927298415203,7.147658556216918e-08
402.21781984152034,7.513509812498988e-08
402.24289984152034,9.13077281492725e-08
402.2679898415203,1.1585232625622797e-07
402.2930798415203,1.5062055704709158e-07
402.3181598415203,1.552704240555811e-07
402.3432798415203,1.3621004295098813e-07
402.3683598415203,1.1066168677450746e-07
402.39347984152033,1.0091944709002507e-07
402.41855984152033,9.315903175402939e-08
402.4436798415203,8.877203230720291e-08
402.4687698415203,8.94233280919461e-08
402.4938798415203,1.0217339461931671e-07
402.5189998415203,1.1161606555518938e-07
402.54407984152033,1.036346175577854e-07
402.56919984152034,7.431988543527071e-08
402.5943098415203,6.42296525316267e-08
402.61942984152034,7.665295226673915e-08
402.6445498415203,7.663104563595437e-08
402.66965984152034,6.997942276673613e-08
402.6947798415203,7.872749949851481e-08
402.71988984152034,8.563441761383092e-08
402.7450098415203,9.192749225317431e-08
402.7701298415203,9.102017146722353e-08
402.79526984152034,9.333563565383496e-08
402.8203898415203,9.571498939182842e-08
402.84549984152034,9.116515927553757e-08
402.87064984152033,7.758042911602769e-08
402.89576984152035,6.622124713084912e-08
402.9209098415203,7.789305510271887e-08
402.9460598415203,9.068382302284902e-08
402.9711798415203,8.086925892975108e-08
402.99631984152035,5.624808641964801e-08
403.02146984152034,5.291185604234004e-08
403.04661984152034,7.55801965921752e-08
403.0717298415203,9.519214809417495e-08
403.0968798415203,1.0330829745237492e-07
403.12201984152034,1.0824140986359086e-07
403.14716984152034,1.0325005472163468e-07
403.17231984152033,9.193592328561137e-08
403.19748984152034,7.829614372698668e-08
403.22263984152033,7.382387548516133e-08
403.24778984152033,6.918326537083105e-08
403.2729298415203,7.521197307226265e-08
403.29810984152033,6.75000215555315e-08
403.3232598415203,5.202457857693605e-08
403.3484298415203,4.5942600628742156e-08
403.3735798415203,3.990048550984156e-08
403.3987598415203,4.290830067676635e-08
403.4238998415203,5.865795920832558e-08
403.4490798415203,7.891159149417221e-08
403.47425984152034,9.916195847355651e-08
403.4994398415203,8.272216699483469e-08
403.5246098415203,4.853450385927077e-08
403.5497598415203,5.005917204085062e-08
403.57493984152035,4.7230361118614496e-08
403.6001098415203,4.1185487544806775e-08
403.6252898415203,4.103396296117519e-08
403.65049984152034,5.0443549666578676e-08
403.67566984152035,6.590031385519544e-08
403.7008498415203,7.637405554198142e-08
403.7260298415203,8.379945323736735e-08
403.7512398415203,9.590553943741522e-08
403.7764098415203,9.378483351745834e-08
403.8015898415203,9.400079679628435e-08
403.8267998415203,7.967246398217231e-08
403.8519998415203,6.031851795039607e-08
403.87717984152033,6.027347550608995e-08
403.90238984152035,6.924942600214646e-08
403.9275998415203,8.202547679941417e-08
403.9527698415203,9.562370664389166e-08
403.9779798415203,9.470796715765818e-08
404.00318984152034,7.535674890032039e-08
404.0283998415203,5.759840502993203e-08
404.05359984152034,5.400919713896844e-08
404.0788098415203,6.899958508746588e-08
404.1040198415203,8.624877828387275e-08
404.1292298415203,8.57689970873269e-08
404.1544298415203,8.650307073886096e-08
404.1796698415203,9.239865770981863e-08
404.2048798415203,9.101351529341087e-08
404.23008984152034,8.798100819604207e-08
404.25532984152034,7.634382443566464e-08
404.2805298415203,6.537873940917775e-08
404.3057698415203,5.385925368477087e-08
404.33097984152033,5.306516023723014e-08
404.3562198415203,6.082503010582147e-08
404.3814498415203,6.997206116330071e-08
404.40668984152035,8.344199602995605e-08
404.4318998415203,9.454072445490698e-08
404.4571398415203,1.0595483673615252e-07
404.4823798415203,1.0248731948949103e-07
404.5076098415203,7.925896185093611e-08
404.5328498415203,5.856867523700829e-08
404.5580898415203,4.396555770277911e-08
404.5833298415203,3.3052555928260123e-08
404.60859984152034,2.8831675887452696e-08
404.6338298415203,4.3654735224324766e-08
404.6590698415203,7.315957864033197e-08
404.6843098415203,1.0559623018863286e-07
404.70957984152034,1.0907786354500502e-07
404.73481984152033,9.678834925905686e-08
404.7600898415203,8.71868676165856e-08
404.78531984152033,9.352405636267207e-08
404.8105898415203,1.199048834684279e-07
404.83585984152035,1.1588328145321229e-07
404.86109984152034,9.281835311262951e-08
404.8863698415203,6.614960021950323e-08
404.9116398415203,4.824023171483147e-08
404.9368998415203,4.8679062454888015e-08
404.96216984152034,4.215961844372341e-08
404.9874398415203,4.0066903290158815e-08
405.01270984152035,5.0292846685676985e-08
405.0379798415203,6.005799455326335e-08
405.0632498415203,6.542178099678024e-08
405.08851984152034,6.390987855791583e-08
405.1138198415203,5.605977441351579e-08
405.1390798415203,5.0395614464633775e-08
405.16434984152033,6.024145268318284e-08
405.1896498415203,7.300555391829353e-08
405.2149198415203,7.955018416142116e-08
405.24021984152034,6.36797236545107e-08
