# Results from black body fit 
# =========================== 
# Temperature [K]: 774.1 -/+ 48.9
# Scaling factor: 2.02E+01 -/+ 2.87E+01
# Fit local minima: True
# f_scale: 0.1
# lm_window_size: 350
Wavelength (nm),Radiance (W/cm^2/ster/nm)
400.15734694841194,-7.52540067377981e-09
401.3819269484119,-1.5630166328659072e-09
401.4069469484119,6.569106592685732e-09
401.43197694841194,-1.4249350923655853e-09
402.0082069484119,-7.320365106661096e-09
402.03329694841193,-7.805525226234167e-09
402.30920694841194,-9.923481787922472e-09
402.33428694841194,-5.9276843737937135e-09
402.73601694841193,-3.475514114208757e-09
402.7611369484119,-5.944286178011083e-09
402.8113969484119,-9.002732195702585e-09
402.83651694841194,3.881104097204258e-11
402.8616269484119,-1.5816665831076361e-09
402.9621869484119,-6.929761241068276e-09
403.0627469484119,-9.271015275607114e-09
403.0878569484119,-1.0435337824344292e-08
403.4652069484119,-1.0775251993760972e-08
403.4903869484119,-8.386307877400033e-09
404.1201469484119,-7.923957181014155e-09
404.1453569484119,-7.587783407365124e-09
404.1705569484119,-8.783556239006466e-09
404.1957969484119,-8.840131181114524e-09
404.2210069484119,-9.740867901981008e-09
404.2462169484119,-1.023734689324838e-08
404.6751969484119,-3.958808404313277e-09
404.7004369484119,8.332472815282559e-09
404.7257069484119,5.626825700091966e-09
404.7509469484119,-7.044911557285408e-09
404.8014469484119,-9.412447352858436e-09
404.8267169484119,-5.018099825241899e-09
404.85198694841193,-1.5834422372672183e-09
404.87722694841193,-4.522190698216553e-09
404.9024969484119,-9.61005489458051e-09
405.5092769484119,-7.563360281771739e-09
405.53457694841194,-8.870622844387411e-09
405.7117569484119,4.660555018106469e-10
405.7370569484119,4.991654957706529e-09
405.7623869484119,-1.5211606516671733e-10
405.7877169484119,-2.864952646608811e-09
405.8130469484119,1.8427521024281472e-09
405.8383469484119,9.02297799464389e-09
405.8636769484119,1.0221463795476214e-08
405.8890069484119,1.897863944710766e-09
405.9143369484119,-1.0299912792986033e-08
405.9649969484119,-8.86649063311962e-09
405.9903269484119,-5.391436757900276e-09
406.0156569484119,-6.476780328638226e-09
406.04101694841194,-8.026586661515098e-09
406.19305694841194,-7.695702379816592e-09
406.2184169484119,-3.74005870208079e-09
406.2437469484119,-8.5259706306099e-09
