# Results from black body fit 
# =========================== 
# Temperature [K]: 1015.5 -/+ 34.9
# Scaling factor: 1.18E+00 -/+ 7.04E-01
# Fit local minima: True
# f_scale: 0.1
# lm_window_size: 250
Wavelength (nm),Radiance (W/cm^2/ster/nm)
400.0863777714043,-1.6568121822807863e-08
400.11130777140426,5.809253582468966e-09
400.13627777140425,2.723796878114804e-08
400.1612377714043,4.625104216040656e-08
400.18616777140426,2.062440856979293e-08
400.4108077714042,-2.4608775963171782e-08
400.4357777714043,-1.0297421622895823e-08
400.4607677714042,-2.4724657034302026e-08
400.51069777140424,-2.4187685933868217e-08
400.53568777140424,-4.3878615808996625e-09
400.56064777140426,-1.34223753216162e-08
400.66056777140426,-1.2726137920600872e-08
400.68555777140426,-2.862399081896258e-10
400.71055777140424,-7.546720081870954e-09
400.73554777140424,-3.124662176441889e-08
400.9604977714042,-2.172300866203544e-08
400.98551777140426,8.175236195520994e-09
401.01050777140426,1.1056214917336222e-08
401.03550777140424,5.031750086174725e-09
401.0605277714042,1.4538228084236148e-09
401.08555777140424,-9.156330920611487e-09
401.11054777140424,-1.912798369762976e-08
401.1355677714042,-2.4302115646686708e-08
401.16059777140424,-2.6280032291385198e-08
401.18558777140424,-2.1119384897176238e-08
401.21061777140426,-2.193433354041164e-08
401.28568777140424,-1.941934393583004e-08
401.31071777140426,-1.1325225925386578e-08
401.33573777140424,-7.917655517298503e-09
401.3607577714042,5.3200555832175925e-09
401.3858177714042,1.4972046852299237e-08
401.41083777140426,1.5344664561188945e-08
401.4358677714043,7.612552881979417e-09
401.46088777140426,-4.285305011987809e-10
401.48594777140426,-6.2498837104739585e-09
401.51096777140424,-1.3864454587419958e-08
401.53602777140424,-1.8273445626749956e-08
401.56107777140426,-1.752729800145637e-08
401.5861077714043,-2.619723896077685e-08
401.61115777140424,-2.617391720650971e-08
401.63621777140423,-1.518068830510288e-08
401.6612377714043,-8.371055132342819e-09
401.68628777140424,-3.087440265431571e-09
401.71134777140423,-7.204089432126258e-09
401.73639777140426,-1.2837777757161852e-08
401.76145777140425,-1.877546799405998e-08
401.7865077714043,-2.7336487383964254e-08
401.8366477714043,-2.959275265326584e-08
401.8617077714042,-1.6652299310231136e-08
401.88675777140423,-2.569472795396218e-08
401.98704777140426,-8.922029974345778e-09
402.0120977714042,1.1198602007253996e-08
402.03718777140426,1.458154690778983e-08
402.06226777140427,-6.397768136528e-10
402.08732777140426,-1.0790092661207765e-08
402.11240777140426,-3.094919674968013e-09
402.13749777140424,4.638145940426659e-09
402.16257777140424,1.5562735033343898e-09
402.1876677714042,-5.355995375866922e-09
402.2127477714042,-1.4446951258147806e-08
402.23783777140426,-1.680946074815868e-08
402.26291777140426,-2.1667276470187423e-09
402.28800777140424,3.089511428100305e-08
402.3130977714043,7.214347759162638e-08
402.3381777714043,8.254400472315561e-08
402.36329777140423,5.672002697149732e-08
402.38837777140424,1.4904343061824183e-08
402.41349777140425,-9.223879528355215e-09
402.43857777140425,-1.546754252271092e-08
402.4636977714042,-1.3458686604798128e-08
402.48878777140425,-8.11231856965073e-09
402.51389777140423,5.817620049381738e-09
402.53901777140425,9.104635268925267e-09
402.56409777140425,-4.201446051322035e-09
402.58921777140426,-2.4597870583555088e-08
402.61432777140425,-2.876348544325751e-08
402.63944777140426,-2.6948603630670978e-08
402.6645677714042,-2.6331793239675332e-08
402.68967777140426,-2.2082122738354165e-08
402.7147977714042,-1.4232679225271685e-09
402.73990777140426,1.126913160730795e-08
402.7650277714042,8.238916288387602e-09
402.79014777140424,4.3227854266689305e-10
402.81528777140426,3.064242615357773e-09
402.8404077714043,1.599718500244949e-08
402.86551777140426,1.625950575940968e-08
402.89066777140425,2.6319331179698505e-09
402.91578777140427,-7.1568960269417986e-09
402.94092777140423,1.6514661416728515e-09
402.96607777140423,1.2220139153168894e-08
402.99119777140425,4.194481842921306e-09
403.01633777140427,-1.668328378728571e-08
403.04148777140426,-9.491842609337884e-09
403.06663777140426,9.90292854725972e-09
403.09174777140424,8.25194813950341e-09
