# Results from black body fit 
# =========================== 
# Temperature [K]: 538.1 -/+ 212.9
# Scaling factor: 8.19E+03 -/+ 1.02E+05
# Fit local minima: True
# f_scale: 0.1
# lm_window_size: 150
Wavelength (nm),Radiance (W/cm^2/ster/nm)
600.036968256304,6.601269365106303e-09
600.074198256304,1.058376989905257e-08
600.111428256304,1.2243875441348683e-08
600.1486682563041,9.953319064414841e-09
600.185898256304,6.443251531384014e-09
600.223128256304,5.277858690637567e-09
600.260358256304,6.448054094117797e-09
600.297588256304,1.224915718564442e-08
600.3348182563041,2.3535216755516488e-08
600.372048256304,3.0161709185782706e-08
600.409288256304,2.540922636783854e-08
600.446578256304,1.5331911947530438e-08
600.483808256304,9.230686228516867e-09
600.521038256304,8.67950479040801e-09
600.558328256304,1.064608549164705e-08
600.595558256304,1.0868000934538538e-08
600.632858256304,9.702943572747942e-09
600.670088256304,1.045756057925674e-08
600.707378256304,1.4441629471042298e-08
600.744608256304,2.24882263063075e-08
600.781898256304,2.9393421372021836e-08
600.819138256304,2.6155183124533276e-08
600.856428256304,1.967298479249793e-08
600.893718256304,1.3016554508434887e-08
600.930948256304,1.1500646714886407e-08
600.968248256304,1.05336993628833e-08
601.005538256304,1.1409151527938988e-08
601.042828256304,7.051739275147146e-09
601.080118256304,1.054599345680688e-08
601.1174182563041,1.1521604828707484e-08
601.154708256304,8.976678788514887e-09
601.191998256304,7.629146767816444e-09
601.229288256304,1.1865306728448269e-08
601.266588256304,2.8321659269730043e-08
601.303878256304,4.23163684499235e-08
601.3411682563041,4.259507481060912e-08
601.378458256304,3.026155675051897e-08
601.415818256304,6.800213497494411e-09
601.4531082563041,4.059112540679787e-09
601.490398256304,2.58140079109795e-09
601.527748256304,1.7211765480364362e-09
601.565048256304,1.7515252915803943e-09
601.602338256304,3.0179699748959813e-09
601.639688256304,3.2679566137329474e-09
601.676988256304,3.6110142449559672e-09
601.714338256304,4.260130756576285e-09
601.751688256304,4.074032506062937e-09
601.788988256304,3.1231506301999544e-09
601.826338256304,2.803151449424272e-09
601.863628256304,3.352965258968201e-09
601.900978256304,5.467559105918284e-09
601.938338256304,9.236167092846264e-09
601.975688256304,1.1460595579690548e-08
602.013048256304,1.099619384096171e-08
602.050338256304,8.790767537300933e-09
602.087688256304,6.619460430337462e-09
602.125038256304,6.029238119690369e-09
602.162398256304,6.325948618336024e-09
602.199748256304,6.8597864660539756e-09
602.237108256304,6.481213032936932e-09
602.274518256304,4.576767794637862e-09
602.311868256304,4.6035024324877e-09
602.3492282563041,2.1019481244009467e-09
602.386578256304,3.0573615670689645e-09
602.423928256304,8.192367695551909e-09
602.461348256304,1.6962054345206644e-08
602.498698256304,2.2091371355742262e-08
602.536058256304,1.9683979933478055e-08
602.573468256304,1.142735847720125e-08
602.610818256304,5.7866752068517635e-09
602.648238256304,4.839655796798973e-09
602.685588256304,6.379792832372593e-09
602.723008256304,8.031010689660763e-09
602.760358256304,1.173812960884708e-08
602.797768256304,1.72141554082939e-08
602.835188256304,1.7860403788453964e-08
602.872538256304,1.1706253271375928e-08
602.909958256304,6.385159822831129e-09
602.947368256304,4.656162752420351e-09
602.984788256304,3.745957700072903e-09
603.0221382563041,3.7377756305243515e-09
603.059548256304,3.809608342366211e-09
603.096968256304,4.179012243059907e-09
603.134378256304,4.2000301070945015e-09
603.171798256304,3.5048252148157605e-09
603.209208256304,4.1778128319848725e-09
603.246628256304,4.5776874361096285e-09
603.284038256304,5.255338341112731e-09
603.321518256304,6.249987751903235e-09
603.358928256304,7.347273899044781e-09
603.396348256304,8.62043829827167e-09
603.433758256304,9.943517321405859e-09
603.471238256304,1.1474157628538452e-08
603.508648256304,1.4917432405445816e-08
603.546068256304,1.8080140364298334e-08
603.583538256304,1.7408680648829545e-08
603.620958256304,1.4444874570897018e-08
603.658428256304,1.1826369963602296e-08
603.695848256304,1.1073189364829053e-08
603.733318256304,1.1958766188359767e-08
603.770738256304,1.162224776477483e-08
603.808208256304,1.02492945709205e-08
603.845688256304,1.0508852750877275e-08
603.883098256304,1.3658097410610036e-08
603.920578256304,1.8208549914641936e-08
603.958048256304,2.153597955894736e-08
603.995528256304,2.223853654046876e-08
604.032998256304,1.976562203331825e-08
604.070418256304,1.649624028722403e-08
604.107888256304,1.2346456266333228e-08
604.145368256304,1.0681132293034865e-08
604.182838256304,4.5040620847326656e-10
604.370278256304,1.3130476845939625e-08
604.407758256304,1.1546911303499375e-08
604.445298256304,1.4824870265083726e-08
604.482768256304,2.4189344807224893e-08
604.5202482563041,3.190800323448223e-08
604.557778256304,2.6697382581806408e-08
604.595258256304,1.701420313287481e-08
604.632798256304,9.489799824422595e-09
604.670268256304,6.283575179502735e-09
604.707808256304,4.923758946184332e-09
604.745278256304,5.307067196120065e-09
604.782818256304,7.089271311967168e-09
604.820298256304,8.586295024977397e-09
604.8578282563041,7.265237178622909e-09
604.895368256304,5.549895490736913e-09
604.932908256304,3.4374980070796858e-09
604.970378256304,3.232664550716189e-09
605.007918256304,3.868374809325284e-09
605.045448256304,6.0842690312913374e-09
