Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.5002126999970642,1550261663224871.8,405541137710317.44,6818115256945793.0,657.8916076660156,1591.114181528886
1.5012076999992132,1561490272823801.5,408696657118192.2,6859177484933981.0,658.2095703125,1591.347466285104
1.5022036999944248,1597296863189037.0,418762819967535.3,6990035846504229.0,659.1991333007813,1592.0915842303243
1.503198699996574,1571410708418872.5,411485017819150.0,6895444979116285.0,658.4873107910156,1591.5536002078766
1.5041946999990614,1597296863189037.0,418762819967535.3,6990035846504229.0,659.1991333007813,1592.0915842303243
1.5051896999939345,1582848803994666.0,414700468780694.5,6937248770058264.0,658.804052734375,1591.7912977693622
1.5061846999960835,1578546508944636.0,413490954354737.0,6921526276111724.0,658.6853393554686,1591.701887467868
1.507180699998571,1579980049413243.5,413893960648727.75,6926765263662100.0,658.724951171875,1591.7316788713101
1.50817570000072,1578546508944636.0,413490954354737.0,6921526276111724.0,658.6853393554686,1591.701887467868
1.5091716999959317,1571410708418872.5,411485017819150.0,6895444979116285.0,658.4873107910156,1591.5536002078766
1.5101666999980807,1567148001174423.5,410286835914470.1,6879862430856639.0,658.3683227539062,1591.465023628872
1.5111617000002298,1557267748667787.5,407509954434976.6,6843737574452577.0,658.0904602050781,1591.2597353330802
1.5121576999954414,1595844980872912.5,418354559044196.06,6984732137402867.0,659.1596740722656,1592.061406764677
1.5131526999975904,1600205321506959.8,419580685256680.8,7000659850975534.0,659.2780212402344,1592.1520378101034
1.514148700000078,1614841675393410.0,423696925875999.56,7054112410684966.0,659.6719116210937,1592.456281165984
1.515143699994951,1595844980872912.5,418354559044196.06,6984732137402867.0,659.1596740722656,1592.061406764677
1.5161396999974386,1611903210989025.5,422870469097814.4,7043382470635617.0,659.5932373046875,1592.3951972677414
1.5171346999995876,1607503848281178.5,421633184151834.1,7027316641987633.0,659.4750732421875,1592.3037469744588
1.518129699994461,1590051426798854.2,416725524533944.8,6963566473982192.0,659.0016845703125,1591.9409911431412
1.5191256999969482,1600205321506959.8,419580685256680.8,7000659850975534.0,659.2780212402344,1592.1520378101034
1.5201206999990973,1608968800296575.5,422045182416331.1,7032666613477124.0,659.5144714355469,1592.334198862319
1.5211166999943089,1601661881322683.8,419990285010396.6,7005980088195178.0,659.3174499511719,1592.182313576675
1.522111699996458,1600205321506959.8,419580685256680.8,7000659850975534.0,659.2780212402344,1592.1520378101034
1.523106699998607,1622215541381446.2,425770989499842.6,7081035305535025.0,659.8684753417969,1592.609571909848
1.5241026999938183,1620738483627946.8,425355519561034.5,7075642738905656.0,659.82919921875,1592.5788657123708
1.5250976999959676,1565730935638880.8,409888537833158.2,6874681871406080.0,658.3286499023437,1591.4355788135863
1.5260936999984551,1572833959140229.2,411885089140204.25,6900647345619528.0,658.5269226074219,1591.5831754932783
1.527088700000604,1629625604842553.2,427855415993976.0,7108085964096744.0,660.064794921875,1592.7636218332823
1.5280836999954772,1631112292571051.5,428273637736921.8,7113512641828534.0,660.1040405273437,1592.7945297499582
1.5290796999979648,1617786404017958.2,424525174208940.5,7064864509721632.0,659.7505554199219,1592.5174964642279
1.5300747000001138,1611903210989025.5,422870469097814.4,7043382470635617.0,659.5932373046875,1592.3951972677414
1.5310706999953254,1588608248502593.2,416319750968282.4,6958293619830925.0,658.9621948242186,1591.9109965004486
1.5320656999974744,1594393926861706.2,417946538950455.2,6979431266722160.0,659.1201843261719,1592.031246886442
1.5330606999996237,1603119231085159.5,420400114661997.94,7011303026244637.0,659.3568481445313,1592.2126061100053
1.534056699994835,1610435636166390.2,422457718073913.75,7038023283182299.0,659.5538696289062,1592.3646902283585
1.535051699996984,1638566384567591.0,430370661497144.7,7140718848869186.0,660.3001159667969,1592.9495021212122
1.5360476999994717,1634088662287961.5,429110944617819.06,7124376411842200.0,660.182470703125,1592.8564085303278
1.5370426999943447,1632599595372858.2,428692039540798.1,7118941392880992.0,660.1432556152344,1592.8254506879184
1.5380376999964938,1649057377455584.0,433322330069958.94,7179002150007819.0,660.5741638183594,1593.1676209711886
1.539033699998981,1629625604842553.2,427855415993976.0,7108085964096744.0,660.064794921875,1592.7636218332823
1.5400286999938544,1594393926861706.2,417946538950455.2,6979431266722160.0,659.1201843261719,1592.031246886442
1.541024699996342,1598750687811045.0,419171634937624.06,6995346464020979.0,659.2385925292969,1592.121802432231
1.542019699998491,1631112292571051.5,428273637736921.8,7113512641828534.0,660.1040405273437,1592.7945297499582
1.54301470000064,1634088662287961.5,429110944617819.06,7124376411842200.0,660.182470703125,1592.8564085303278
1.5440106999958516,1610435636166390.2,422457718073913.75,7038023283182299.0,659.5538696289062,1592.3646902283585
1.5450056999980006,1629625604842553.2,427855415993976.0,7108085964096744.0,660.064794921875,1592.7636218332823
1.5460017000004882,1617786404017958.2,424525174208940.5,7064864509721632.0,659.7505554199219,1592.5174964642279
1.5469966999953613,1616313688957966.0,424110947697052.0,7059487268498151.0,659.7112487792969,1592.4868813790426
1.5479916999975103,1613370374090219.0,423283111814507.6,7048739974847142.0,659.6325439453125,1592.4256960546927
1.548987699999998,1628141850635412.5,427438026539868.06,7102669822119418.0,660.0255798339844,1592.7327751429675
1.549982699994871,1632599595372858.2,428692039540798.1,7118941392880992.0,660.1432556152344,1592.8254506879184
1.5509786999973585,1620738483627946.8,425355519561034.5,7075642738905656.0,659.82919921875,1592.5788657123708
1.5519736999995075,1638566384567591.0,430370661497144.7,7140718848869186.0,660.3001159667969,1592.9495021212122
1.5529696999947191,1652066911538933.0,434169130696148.06,7189982924881605.0,660.6523803710937,1593.2301939845943
1.553964699996868,1604579621933924.2,420810807243261.9,7016636887701982.0,659.3962768554686,1592.2429621971182
1.5549596999990172,1565730935638880.8,409888537833158.2,6874681871406080.0,658.3286499023437,1591.4355788135863
1.5559556999942288,1600205321506959.8,419580685256680.8,7000659850975534.0,659.2780212402344,1592.1520378101034
1.5569506999963778,1634088662287961.5,429110944617819.06,7124376411842200.0,660.182470703125,1592.8564085303278
1.5579466999988654,1625175093145010.5,426603480205186.1,7091839759838930.0,659.9470275878906,1592.6710981137335
1.5589416999937384,1603119231085159.5,420400114661997.94,7011303026244637.0,659.3568481445313,1592.2126061100053
1.5599366999958877,1625175093145010.5,426603480205186.1,7091839759838930.0,659.9470275878906,1592.6710981137335
1.560932699998375,1626657574366947.8,427020497328424.9,7097251601475457.0,659.9863037109375,1592.701917844097
1.561927700000524,1601661881322683.8,419990285010396.6,7005980088195178.0,659.3174499511719,1592.182313576675
1.5629236999957357,1617786404017958.2,424525174208940.5,7064864509721632.0,659.7505554199219,1592.5174964642279
1.5639186999978847,1625175093145010.5,426603480205186.1,7091839759838930.0,659.9470275878906,1592.6710981137335
1.5649137000000335,1604579621933924.2,420810807243261.9,7016636887701982.0,659.3962768554686,1592.2429621971182
1.565909699995245,1591497701202664.5,417132176701391.75,6968850449862121.0,659.0412048339844,1591.97105053011
1.5669046999973943,1603119231085159.5,420400114661997.94,7011303026244637.0,659.3568481445313,1592.2126061100053
1.567900699999882,1582848803994666.0,414700468780694.5,6937248770058264.0,658.804052734375,1591.7912977693622
1.568895699994755,1575686669342823.2,412687002710876.25,6911074176946337.0,658.6061462402344,1591.6424564880003
1.569890699996904,1557267748667787.5,407509954434976.6,6843737574452577.0,658.0904602050781,1591.2597353330802
1.5708866999993916,1613370374090219.0,423283111814507.6,7048739974847142.0,659.6325439453125,1592.4256960546927
1.5718816999942646,1641555572607261.2,431211643669657.0,7151627705786134.0,660.3784240722656,1593.0116495502646
1.5728776999967522,1613370374090219.0,423283111814507.6,7048739974847142.0,659.6325439453125,1592.4256960546927
1.5738726999989012,1582848803994666.0,414700468780694.5,6937248770058264.0,658.804052734375,1591.7912977693622
1.5748676999937743,1579980049413243.5,413893960648727.75,6926765263662100.0,658.724951171875,1591.7316788713101
1.575863699996262,1582848803994666.0,414700468780694.5,6937248770058264.0,658.804052734375,1591.7912977693622
1.5768586999984109,1551660440388824.8,405934197034362.44,6823231217307583.0,657.9314331054686,1591.1432404728566
1.5778546999936225,1628141850635412.5,427438026539868.06,7102669822119418.0,660.0255798339844,1592.7327751429675
