Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.5000909000009417,1417400677295191.8,371832811184578.44,6257628486566880.0,625.2517150878906,1588.7361435541848
1.501086900003429,1412174535550197.8,370321517529722.4,6239411739437091.0,625.4983276367187,1588.6232577861315
1.502081900005578,1413215762334196.2,370622654062668.06,6243040486667849.0,625.4490112304687,1588.6457530592443
1.5030769000004511,1412174535550197.8,370321517529722.4,6239411739437091.0,625.4983276367187,1588.6232577861315
1.5040729000029387,1412174535550197.8,370321517529722.4,6239411739437091.0,625.4983276367187,1588.6232577861315
1.5050679000050875,1429095801565542.5,375213270126210.25,6298422700195282.0,624.7077087402344,1588.9885597541559
1.506063900000299,1413215762334196.2,370622654062668.06,6243040486667849.0,625.4490112304687,1588.6457530592443
1.5070589000024484,1420563495912759.0,372747224459514.0,6268657023028356.0,625.1035522460937,1588.8044337509577
1.5080539000045974,1420563495912759.0,372747224459514.0,6268657023028356.0,625.1035522460937,1588.8044337509577
1.509049899999809,1437767189954403.0,377718428612368.06,6328693663529469.0,624.3107971191406,1589.1755429582822
1.510044900001958,1428021760155664.0,374902905289975.75,6294674711854605.0,624.7572387695312,1588.9653899522277
1.5110409000044456,1435586393877017.5,377088497862584.7,6321078879050058.0,624.4101318359375,1589.1285312866485
1.5120358999993186,1426949538792298.8,374593049535810.75,6290933386873194.0,624.8067687988281,1588.9422571777127
1.5130309000014677,1437767189954403.0,377718428612368.06,6328693663529469.0,624.3107971191406,1589.1755429582822
1.5140269000039552,1420563495912759.0,372747224459514.0,6268657023028356.0,625.1035522460937,1588.8044337509577
1.5150219000061045,1410100525128085.2,369721633583151.25,6232184657925733.0,625.5968383789062,1588.5784428033594
1.516017900001316,1423746523927416.2,373667325248083.7,6279758919330289.0,624.9552368164062,1588.8731399083397
1.517012900003465,1410100525128085.2,369721633583151.25,6232184657925733.0,625.5968383789062,1588.5784428033594
1.518007900005614,1384975005288728.2,362448370084041.9,6144745417756404.0,626.8227905273437,1588.034765184834
1.5190039000008255,1389878127602933.2,363868632955288.75,6161791312192423.0,626.5784362792969,1588.1409781977284
1.5199989000029746,1385951052797443.2,362731134873369.44,6148137961442074.0,626.7739318847656,1588.0559134192667
1.520994900005462,1366922083868412.0,357214719355385.4,6082066885451430.0,627.74765625,1587.6431539888395
1.5219899000003352,1352457179395520.2,353015685886197.7,6031952923606599.0,628.5220092773437,1587.3286906589778
1.5229849000024842,1351575913898787.2,352759682844198.8,6028903236046432.0,628.5702880859375,1587.3095103778624
1.5239809000049718,1348949743281376.0,351996663291152.25,6019817706396335.0,628.7149719238281,1587.2523373908116
1.5249758999998448,1344628601567642.8,350740739940628.25,6004876776217187.0,628.9557861328125,1587.158211242866
1.5259719000023324,1342069264067944.0,349996610559888.2,5996032735861596.0,629.1001037597656,1587.1024298603534
1.5269669000044814,1346348756104880.0,351240763123162.8,6010823141743810.0,628.8595031738281,1587.19568888303
1.5279618999993545,1341221965854079.5,349750212639174.5,5993105697730184.0,629.1481689453125,1587.083957373832
1.528957900001842,1348949743281376.0,351996663291152.25,6019817706396335.0,628.7149719238281,1587.2523373908116
1.529952900003991,1340377227582924.2,349504536321329.1,5990187948786200.0,629.1962341308594,1587.065537971754
1.5309489000064789,1337861116638812.2,348772634942259.7,5981499920345180.0,629.3402770996094,1587.0106581163227
1.5319439000013515,1338696531846446.8,349015668605406.8,5984384123711880.0,629.2923034667969,1587.0288824268919
1.5329389000035007,1350698229642492.2,352504698385187.7,6025866363893049.0,628.618505859375,1587.290405415146
1.5339349000059883,1329658934542759.2,346385228625408.3,5953207597696678.0,629.8195251464844,1586.8315783389025
1.5349299000008614,1324091265961064.2,344763231481737.94,5934030484988370.0,630.1540588378906,1586.7098510194746
1.535925900003349,1320203625969193.0,343629926282299.44,5920654590681945.0,630.3925231933594,1586.62476759301
1.536920900005498,1333724063327725.5,347568761229559.06,5967223895662245.0,629.5800842285156,1586.920368231721
1.5379169000007096,1317906622191490.0,342960010855072.4,5912757470652040.0,630.5354370117187,1586.5744606355865
1.5389119000028586,1321749694805483.0,344080704476928.4,5925972530413750.0,630.2971862792969,1586.658613171383
