Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.5004006000017398,1248728613935356.5,322579199649332.06,5679018992959944.0,636.27890625,1585.0360967910974
1.5013956000038888,1246682381125299.2,321961950848263.2,5672394999628165.0,636.5534729003906,1584.9889907867084
1.502390600006038,1243561182965326.5,321015347228505.56,5662394071812975.0,637.0100158691406,1584.9165778964543
1.5033866000012497,1239805293048563.2,319864500499906.75,5650597248337613.0,637.646826171875,1584.8281487667796
1.5043816000033985,1242695844722918.5,320751544395372.9,5659648892161945.0,637.1467041015625,1584.896352096423
1.505377600005886,1238416964994268.0,319434189871615.6,5646336100418599.0,637.9188598632813,1584.7949230678455
1.5063726000007591,1240805105105507.2,320172488689150.56,5653704458604151.0,637.4651245117186,1584.8518678552127
1.507367600002908,1238864855567441.0,319573393854108.0,5647703083058565.0,637.8282531738281,1584.8056838007565
1.5083636000053957,1240805105105507.2,320172488689150.56,5653704458604151.0,637.4651245117186,1584.8518678552127
1.5093586000002688,1234612516939245.5,318227886420740.9,5635208677157434.0,638.8673156738281,1584.7009049010144
1.5103546000027563,1232533079413656.8,317518007660783.44,5630151149898378.0,639.7650817871094,1584.643991131015
1.5113496000049054,1235867207286243.8,318632098246207.7,5638749196700710.0,638.5067199707031,1584.7326096413472
1.5123445999997784,1234612516939245.5,318227886420740.9,5635208677157434.0,638.8673156738281,1584.7009049010144
1.513340600002266,1233088261767521.8,317717370337414.5,5631302025385188.0,639.4514831542969,1584.6602609221645
1.514335600004415,1234336421375354.2,318137516216044.06,5634458429770880.0,638.9573425292969,1584.693772621757
1.5153315999996266,1232408785865013.2,317470815954171.75,5629945382024226.0,639.8545288085937,1584.6400691790636
1.5163266000017757,1232997557300485.5,317685650851644.4,5631096721226048.0,639.4963134765625,1584.6576958713044
1.5173216000039247,1232164763774382.0,317371800954039.56,5629670488744017.0,640.0780090332031,1584.6316741581102
1.5183175999991363,1232997557300485.5,317685650851644.4,5631096721226048.0,639.4963134765625,1584.6576958713044
