Time (s),Evaporation rate (atoms/s),Evaporation rate lb (atoms/s),Evaporation rate ub (atoms/s),DiMES temperature (K),Pebble rod temperature (K)
1.6806332000051043,1449988180451407.8,371101640210470.7,6429227822116795.0,547.7660583496094,1585.7869420384957
1.6816281999999774,1484034168845302.0,381371856208113.0,6546352563452917.0,549.6261047363281,1586.7211816418599
1.682624200002465,1479074746093639.2,379877155036326.25,6529282697947256.0,549.3621887207031,1586.5860436316284
1.683619200004614,1509287287219409.8,388975254816760.25,6633326452986071.0,550.9369262695312,1587.4051729605467
1.6846151999998256,1484034168845302.0,381371856208113.0,6546352563452917.0,549.6261047363281,1586.7211816418599
1.6856102000019746,1477428608761970.2,379380925859095.44,6523617580526880.0,549.2740844726562,1586.5411233364089
1.6866052000041236,1489025163114898.2,382875579088230.8,6563534596484302.0,549.8894409179687,1586.8568941056833
1.6876011999993352,1470879172157102.5,377406080292088.1,6501081360051973.0,548.92099609375,1586.3620639818837
1.6885962000014842,1472510792124084.8,377898137093950.75,6506695172888735.0,549.0093444824219,1586.4067233261142
1.6895922000039718,1482377249960147.2,380872537717873.3,6540649228916289.0,549.53818359375,1586.6760649146113
1.6905871999988449,1482377249960147.2,380872537717873.3,6540649228916289.0,549.53818359375,1586.6760649146113
1.691582200000994,1466004024036451.0,375935560283272.94,6484309583929521.0,548.6554626464844,1586.2284142061258
1.6925782000034817,1467625776211636.0,376424787556651.8,6489888534679148.0,548.7440551757812,1586.2729094649276
1.6935731999983543,1495727772015783.5,384894197136698.6,6586614867799387.0,550.2396301269531,1587.038721754294
1.694569200000842,1484034168845302.0,381371856208113.0,6546352563452917.0,549.6261047363281,1586.7211816418599
1.6955642000029911,1484034168845302.0,381371856208113.0,6546352563452917.0,549.6261047363281,1586.7211816418599
1.6965592000051402,1492369812039408.0,383882997073543.56,6575050971262347.0,550.0646728515625,1586.947686808505
1.6975552000003518,1442115854102503.0,368724048225181.25,6402160805807542.0,547.3187927246094,1585.5684553707267
1.6985502000025008,1454755330613342.2,372540925449258.94,6445620621996772.0,548.0336059570312,1585.9187538845938
1.6995462000049883,1570361209440103.0,407321355064737.1,6843988886793931.0,553.940283203125,1589.0367419457048
1.7005411999998614,1940003867650986.8,517956833129375.7,8122496224520053.0,572.6727661132812,1598.627022420626
1.7015362000020104,2056557259466416.8,553387461882703.06,8522625021685066.0,584.6086486816406,1601.7815196491852
1.702532200004498,2059078945935347.5,554860323365182.7,8527047429083137.0,590.9489807128906,1602.069899441512
