# ********************
# Shot #203782
# B-II line brightness
# Wavelength range (Å): [4119.5, 4123] 
# ********************
time (s),Line brightness (photons/cm^2/ster/s),SX/B,Flux BII (molecules/s)
1e-06,3553267121918.7554,39.56710669534631,7340363532281713.0
0.010870565217391352,-2141987885928.754,39.56996553993904,-4425252945427510.0
0.021740130434782484,33427082475492.668,39.57576145544963,6.906900027886139e+16
0.03260969565217384,-10905442233611.383,39.585131006529295,-2.2538799781741332e+16
0.04347926086956519,17172295364847.115,39.580562645652456,3.5486709448588372e+16
0.05434882608695654,-10560613303801.635,39.50825696312548,-2.1783739136454364e+16
0.06521839130434767,12429754614213.451,39.31530394738446,2.551406220005993e+16
0.07608795652173903,36993386530560.99,39.17740572080966,7.566850992714213e+16
0.08695752173913038,25628074863936.043,39.95521190746338,5.346195545777281e+16
0.09782708695652173,5089341945042.503,43.04230317359065,1.1437011321835646e+16
0.10869665217391308,8320770809802.434,47.64883727152139,2.0700044766523868e+16
0.11956621739130421,26440616139026.26,50.58260443807499,6.98277704411419e+16
0.13043578260869557,26169904922629.082,52.22322106523862,7.13544753620663e+16
0.14130534782608692,12911562778161.93,53.82903050274307,3.628697675915605e+16
0.15217491304347827,20898821944561.938,54.655161612584344,5.963598627264061e+16
0.16304447826086962,15172003111841.855,54.70866283031944,4.333656059345149e+16
0.17391404347826075,38948542401131.92,54.379944270937166,1.1058224052632746e+17
0.1847836086956521,18605363843405.78,53.54909716713686,5.201705229311399e+16
0.19565317391304346,-10655420631548.18,53.0162595021561,-2.949409666612091e+16
0.2065227391304348,27269588056581.19,53.30024439707647,7.58862679949072e+16
0.21739230434782594,24582339880531.11,53.64134817381822,6.884593792478922e+16
0.2282618695652173,6751862754698.77,53.1426252092537,1.8733633850148284e+16
0.23913143478260865,33701463722678.76,51.81204365641471,9.116642060595968e+16
0.250001,1497346812204.444,50.76510567798053,3968652875849030.5
0.2608705652173913,-7962460480836.898,51.386269850198026,-2.136238808453106e+16
0.27174013043478246,17235877753699.988,53.13637369386443,4.781682491373366e+16
0.2826096956521738,21007033615358.258,54.695260954089164,5.998875469671569e+16
0.29347926086956516,-5178325315544.066,55.9359632266778,-1.5122927459302998e+16
0.3043488260869565,17768212383784.383,57.402291775350506,5.325107579976706e+16
0.31521839130434764,4558218639186.299,58.52052436166772,1.392703859056378e+16
0.326087956521739,-2965410392056.4106,58.23538512377877,-9016275521308644.0
0.33695752173913035,-14831839337445.072,56.50739088921401,-4.375782075710155e+16
0.3478270869565217,-1702426089151.61,54.54073397798167,-4847799634981222.0
0.35869665217391306,3561263025475.458,53.191488237548555,9890121107202112.0
0.3695662173913042,14273867119292.111,52.04703555126235,3.87876140201958e+16
0.38043578260869554,24053720863929.234,50.869687733019376,6.388468473417699e+16
0.3913053478260869,-3348458449063.0913,50.17507532210849,-8771792802285601.0
0.40217491304347824,-11124732618683.23,49.79557996240251,-2.892249761303502e+16
0.4130444782608696,10125397821968.523,49.64423561064074,2.6244381423724012e+16
0.4239140434782607,25146218846335.7,49.54638834515438,6.504892302874779e+16
0.4347836086956521,9815997363590.803,49.613255659597,2.5426558211375744e+16
0.44565317391304343,19665255490450.016,49.99527805753451,5.133150512413025e+16
0.4565227391304348,19347737514866.223,51.19476956159699,5.17143650433745e+16
0.4673923043478259,3755123514878.9795,53.83492846285487,1.0554648733855598e+16
0.47826186956521727,-3639068199020.712,58.860973776318424,-1.118337929741666e+16
0.4891314347826086,8208706142506.225,64.77273561484418,2.776018562669728e+16
0.500001,5049776755079.516,67.97481473748286,1.7921552503714134e+16
0.5108705652173912,6047518258700.854,68.68323717984029,2.1686195162105204e+16
0.5217401304347827,36495522869337.4,67.8804684726854,1.2934207933115456e+17
0.5326096956521739,-1539167139737.5496,66.13999595673798,-5315025644899856.0
0.543479260869565,9653072951649.645,64.17134011793107,3.2341645665908844e+16
0.5543488260869566,26020205484829.727,64.00748576729609,8.695547016712576e+16
0.5652183913043477,-299040560269.1333,62.456007687324615,-975123751689543.0
0.5760879565217393,8585653950085.664,56.2388635774329,2.520956394746079e+16
0.5869575217391304,-9922680194698.043,48.22231484211478,-2.4982302689145384e+16
0.5978270869565215,1087029144608.2456,43.795425579333795,2485566326157462.0
0.6086966521739131,20894210258850.28,42.88617136333958,4.678414044913457e+16
0.6195662173913042,14200741566384.678,43.20825339004677,3.2035621402443652e+16
0.6304357826086958,30245282936628.44,43.728501777963956,6.905222338853037e+16
0.641305347826087,18994604919693.887,43.91335983278671,4.354941732802404e+16
0.6521749130434781,-13074954486220.129,43.240860444542236,-2.951820404802137e+16
0.6630444782608697,-796758267886.251,42.90178545871688,-1784667697463578.0
0.6739140434782608,27142571316952.65,43.61760694362178,6.181135151252375e+16
0.6847836086956524,-33661969300189.78,43.987520745984156,-7.7307997096811e+16
0.6956531739130435,12867422373137.297,42.79676118430128,2.8751325910002428e+16
0.7065227391304346,-30863027433254.426,40.981285486191744,-6.603581153129198e+16
0.7173923043478262,-3349215651997.8945,39.794247654731,-6958551214449915.0
0.7282618695652173,-15007107442941.672,39.343620892163116,-3.082667870283185e+16
0.7391314347826085,29759699968524.82,39.12111964517472,6.078483492847324e+16
0.750001,22128906833556.434,38.90413868800588,4.494808386708902e+16
0.7608705652173912,-6247395133349.054,38.82782611367459,-1.2664774701867854e+16
0.7717401304347827,888656197117.7505,39.320772025500666,1824362881265761.2
0.7826096956521739,-10456214393607.719,40.84338306378414,-2.2297265462418564e+16
0.793479260869565,-16390387192796.191,43.18281761646977,-3.695350240381048e+16
0.8043488260869566,7669480296543.458,45.40841974081469,1.8182673559606584e+16
0.8152183913043477,-11957218846812.902,46.80635783647191,-2.9220688453432788e+16
0.8260879565217393,27970978874302.164,46.69361770814754,6.818998673746914e+16
0.8369575217391304,-8934480481272.406,45.9812125670131,-2.1448905788460344e+16
0.8478270869565215,14606677199676.307,45.30559964490261,3.4550849674472736e+16
0.8586966521739131,-7663228165808.158,44.61466298528745,-1.7850270043705108e+16
0.8695662173913042,-11299482193371.66,44.53928299591356,-2.6275874620369616e+16
0.8804357826086958,22483535464342.805,45.04162661588601,5.2873016353456424e+16
0.891305347826087,22604801084320.797,45.4500085862865,5.3640161499018984e+16
0.9021749130434781,11977954210402.451,45.46608615249316,2.8433193229472956e+16
0.9130444782608697,3027567727915.037,45.177477478397364,7141201092650065.0
