# SDTrimSP: VERSION 7.03    19.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
        4000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.41548E+02  0.95287E+02  0.51841E+03 -0.85341E+02  0.99692E+02  0.51789E+03 -0.84360E+02  0.44046E+01  0.51791E+00  0.98050E+00  0.00000E+00  0.00000E+00  0.48727E+01  0.39010E+02  0.36201E+02  0.25383E+01  0.00000E+00  0.27263E+02
            2            1  0.12500E+00  0.14535E+03  0.11365E+03  0.80376E+03 -0.19272E+03  0.10393E+03  0.80709E+03 -0.19596E+03  0.10065E+02  0.33332E+01  0.44800E+01  0.00000E+00  0.00000E+00  0.15930E+02  0.12810E+03  0.12114E+03  0.17249E+02  0.29104E+02  0.68415E+02
            2            1  0.12500E+00  0.47368E+02  0.23294E+03  0.95871E+03 -0.19545E+03  0.23215E+03  0.96456E+03 -0.19411E+03  0.16842E+01  0.58479E+01  0.13375E+01  0.00000E+00  0.00000E+00  0.68557E+01  0.42977E+02  0.41212E+02  0.43909E+01  0.00000E+00  0.34029E+02
            2            1  0.12500E+00  0.10570E+03  0.57404E+03  0.11303E+04 -0.14699E+03  0.57814E+03  0.11356E+04 -0.14676E+03  0.41003E+01  0.53420E+01  0.89160E+00  0.00000E+00  0.00000E+00  0.79957E+01  0.99530E+02  0.96338E+02  0.61678E+01  0.51911E+02  0.50233E+02
            2            1  0.12500E+00  0.43473E+02  0.59642E+03  0.11097E+04 -0.16086E+03  0.59805E+03  0.11092E+04 -0.15983E+03  0.19662E+01  0.55345E+00  0.70652E+00  0.00000E+00  0.00000E+00  0.25194E+01  0.42080E+02  0.40427E+02  0.13925E+01  0.36668E+02  0.18988E+02
            2            1  0.12500E+00  0.58714E+02  0.59668E+03  0.11055E+04 -0.16763E+03  0.59769E+03  0.11039E+04 -0.16822E+03  0.14436E+01  0.24364E+01  0.26557E+01  0.00000E+00  0.00000E+00  0.47275E+01  0.55840E+02  0.55919E+02  0.28743E+01  0.30402E+02  0.25127E+02
            2            1  0.12500E+00  0.49373E+02  0.59203E+03  0.11088E+04 -0.17808E+03  0.59235E+03  0.11081E+04 -0.18267E+03  0.40631E+00  0.10666E+01  0.45884E+01  0.00000E+00  0.00000E+00  0.51336E+01  0.46159E+02  0.46520E+02  0.32132E+01  0.00000E+00  0.21836E+02
            2            1  0.12500E+00  0.59655E+02  0.58727E+03  0.11152E+04 -0.17809E+03  0.58547E+03  0.11151E+04 -0.17713E+03  0.26522E+01  0.27715E+01  0.74935E+00  0.00000E+00  0.00000E+00  0.46576E+01  0.56745E+02  0.54853E+02  0.29100E+01  0.29601E+02  0.25619E+02
            2            1  0.12500E+00  0.26967E+03  0.31354E+02  0.17849E+03  0.60899E+01  0.34963E+02  0.18756E+03 -0.93830E+01  0.33526E+01  0.99338E+01  0.16603E+02  0.00000E+00  0.00000E+00  0.22517E+02  0.23233E+03  0.22428E+03  0.37337E+02  0.11523E+03  0.54022E+02
            2            1  0.12500E+00  0.40357E+03  0.43960E+02  0.21549E+03  0.24804E+02  0.42345E+02  0.23291E+03  0.41432E+02  0.82557E+01  0.17424E+02  0.16628E+02  0.00000E+00  0.00000E+00  0.30155E+02  0.34816E+03  0.33681E+03  0.55407E+02  0.24178E+03  0.78740E+02
#ende
          10   number particle from SDTrimSP
