Peak,Peak left (ms),Peak time (ms),Peak right (ms),Peak current (A),Mean current (A),Charge (C)
1,2045.2332946528516,2232.156396636964,2419.0794986210763,1.4640189440574807,0.4705743306714589,0.13342723765068756
2,2657.1490308936686,2858.5963966369627,3060.043762380257,0.6270334690723169,0.22799768711181362,0.07200184934197648
