Peak,Peak left (ms),Peak time (ms),Peak right (ms),Peak current (A),Mean current (A),Charge (C)
1,2142.151988047506,2258.8567542648325,2375.561520482159,4.583902121450151,2.425709816677309,0.42589625535100206
2,2703.7521373635404,2855.6567542648327,3007.561371166125,4.539821191138026,2.036362648970663,0.4411457739848704
