Peak,Peak left (ms),Peak time (ms),Peak right (ms),Peak current (A),Mean current (A),Charge (C)
1,2153.8815345221838,2248.7168734741203,2343.552212426057,2.959387176281932,1.4253327894702656,0.23937038361154692
2,2679.1205554283893,2827.176873474122,2975.233191519855,2.1605248658385996,1.1496720594913385,0.2256802100395104
