Peak,Peak left (ms),Peak time (ms),Peak right (ms),Peak current (A),Mean current (A),Charge (C)
1,2114.683659354058,2248.8169926834116,2382.9503260127653,2.9910349484410057,1.6370320485394922,0.31816737834582753
2,2709.8296003903797,2839.296992683411,2968.7643849764427,5.006529269097356,2.643492542209412,0.4606518337286208
