#Procedure: <__main__.BakingProcedure>
#Parameters:
#	Experiment Time: 6 h
#	Sampling Interval: 1 s
#Data:
Time (h),Pressure CH1 (Torr)
0.030095997777777776,0.58
0.030373695000000003,0.58
0.030651426944444442,0.5700000000000001
0.030929084166666666,0.5700000000000001
0.031211136388888887,0.5700000000000001
0.03148317666666667,0.5700000000000001
0.031765213333333334,0.5700000000000001
0.03204293805555556,0.5700000000000001
0.032320655000000004,0.58
0.03259836638888889,0.58
0.032876078055555556,0.58
0.03315880472222222,0.58
0.03343217388888889,0.58
0.033709879444444445,0.58
0.033987423055555556,0.58
0.034265133055555556,0.58
0.03454285861111111,0.58
0.03481986361111111,0.58
0.03509907444444445,0.58
0.035376304444444444,0.58
0.03565400888888889,0.58
0.03593173277777778,0.58
0.036209434166666665,0.58
0.03648714555555556,0.58
0.03676437166666667,0.58
0.03704144333333333,0.5700000000000001
0.03731916027777778,0.55
0.03759683138888889,0.54
0.037874592222222225,0.53
0.03815007305555555,0.53
0.038432124722222225,0.53
0.03870718166666667,0.53
0.03898489361111111,0.53
0.03926260638888889,0.53
0.03953918,0.54
0.039821235277777776,0.55
0.04009896361111111,0.55
0.040376487777777775,0.55
0.040654197777777776,0.55
0.040931910833333335,0.55
0.04120918333333334,0.55
0.04148689333333333,0.55
0.04176460333333334,0.55
0.04204231305555556,0.55
0.0423186625,0.55
0.042596383333333335,0.55
0.042874086944444445,0.55
0.04315179055555555,0.55
0.04342935055555556,0.55
0.04370706722222222,0.55
0.043984769166666667,0.55
0.044262148055555554,0.55
0.044544199444444446,0.55
0.04482191555555555,0.55
0.04509962638888889,0.55
0.045375005555555556,0.55
0.045652686944444444,0.55
0.04593320888888889,0.55
0.046210920277777776,0.55
0.04648864083333333,0.55
0.046763002500000005,0.54
0.04704071861111111,0.54
0.04731842972222222,0.54
0.04759615472222222,0.54
0.04787385583333333,0.54
0.048151566666666666,0.54
0.04842927694444444,0.54
0.04870699027777778,0.54
0.04898470916666667,0.54
0.04926673166666667,0.54
0.049544468055555554,0.54
0.049822337777777774,0.54
0.05010008916666667,0.54
0.05037674472222222,0.54
0.050654085,0.54
0.050930452777777774,0.53
0.05120816472222222,0.53
0.05148486555555556,0.53
0.05176356944444444,0.53
0.05204126166666667,0.53
0.05231762472222222,0.53
0.05259724472222222,0.53
0.05287494194444445,0.53
0.05315266583333333,0.53
0.053432055,0.53
0.05370977055555556,0.53
0.05398748111111111,0.53
0.05426953444444445,0.53
0.05454291638888889,0.52
0.05481953944444445,0.53
0.055097208611111115,0.52
0.05537467805555556,0.52
0.055655593055555556,0.52
0.055933327500000005,0.52
0.056211005,0.52
0.056489181944444446,0.52
0.05676258861111111,0.52
0.057040313888888895,0.52
0.05731575944444445,0.52
0.057597813888888884,0.51
0.057875525,0.5
0.05815296944444444,0.5
0.05843268861111111,0.5
0.058710373333333336,0.49000000000000005
0.05898774138888889,0.49000000000000005
0.05926546861111111,0.48
0.059543165277777775,0.5
0.05982088722222222,0.51
0.060092469999999995,0.52
0.06036816555555556,0.52
0.06064550444444444,0.52
0.060923435,0.52
0.06120205944444444,0.52
0.06147903111111111,0.52
0.06175621861111111,0.52
0.06203412027777778,0.52
0.06231270916666667,0.52
0.06259016027777778,0.52
0.06286835527777777,0.52
0.06314567388888889,0.52
0.06342359527777777,0.52
0.06370127111111111,0.52
0.06397901972222222,0.52
0.06425651833333333,0.52
0.06453612833333333,0.52
0.06481237861111111,0.52
0.06509010694444445,0.52
0.06536792083333333,0.52
0.06564528388888889,0.51
0.06592317472222223,0.51
0.06620348222222222,0.51
0.06647897916666666,0.51
0.0667570425,0.51
0.06703488222222223,0.5
0.06731219249999999,0.5
0.0675898461111111,0.5
0.06786779944444445,0.5
0.06814597861111112,0.5
0.0684230213888889,0.5
0.06870125916666667,0.5
0.06897908,0.49000000000000005
0.06925708888888889,0.49000000000000005
0.06953475527777778,0.49000000000000005
0.06981196444444444,0.49000000000000005
0.07008999833333333,0.48
0.07036795472222222,0.48
0.07064553722222222,0.47000000000000003
0.07092481333333334,0.47000000000000003
0.07120125444444445,0.47000000000000003
0.07147900527777777,0.48
0.07175670749999999,0.48
0.07203410361111111,0.48
0.07231220944444444,0.48
0.07259017972222223,0.48
0.07286844805555556,0.48
0.07314571916666666,0.48
0.07342237055555556,0.48
0.0737012938888889,0.48
0.07397881305555556,0.48
0.07425682694444444,0.48
0.07453434166666666,0.48
0.07481171,0.48
0.07508949027777777,0.48
0.07536791805555555,0.48
0.07564586,0.48
0.0759231561111111,0.48
0.0762010386111111,0.48
0.07647873499999999,0.48
0.07675651944444443,0.48
0.07703440777777779,0.47000000000000003
0.07731228166666666,0.45999999999999996
0.07758925833333333,0.45
0.07786884305555555,0.45
0.07814599777777777,0.44000000000000006
0.07842351222222221,0.44000000000000006
0.07870147777777776,0.44000000000000006
0.07897955555555555,0.44000000000000006
0.0792568225,0.44000000000000006
0.07953442527777778,0.44000000000000006
0.07981234361111111,0.44000000000000006
0.08008992749999999,0.44000000000000006
0.08036738361111112,0.44000000000000006
0.08064555333333333,0.44000000000000006
0.08092347861111111,0.44000000000000006
0.08120108972222222,0.44000000000000006
0.0814788,0.44000000000000006
0.0817565986111111,0.44000000000000006
0.08203397611111111,0.44000000000000006
0.08231217805555556,0.44000000000000006
0.08259162805555556,0.44000000000000006
0.08286797416666666,0.44000000000000006
0.08314602916666668,0.44000000000000006
0.08342361972222223,0.44000000000000006
0.08370087916666667,0.44000000000000006
0.08397844305555555,0.43
0.08425683111111111,0.43
0.08453465083333334,0.43
0.08481168,0.43
0.0850896625,0.43
0.0853676125,0.43
0.08564540944444443,0.43
0.08592344416666667,0.43
0.08620122583333333,0.43
0.08647870722222223,0.43
0.08675682805555557,0.43
0.08703448777777778,0.43
0.08731201805555555,0.43
0.08758973527777777,0.43
0.08786765305555556,0.43
0.08814566277777777,0.43
0.08842531722222222,0.43
0.08870088638888889,0.43
0.08897881583333334,0.43
0.08925675972222223,0.43
0.08953481055555555,0.43
0.08981187166666667,0.43
0.09009205361111111,0.42000000000000004
0.09036760777777779,0.42000000000000004
0.09064571222222223,0.42000000000000004
0.0909228975,0.42000000000000004
0.09120138805555555,0.42000000000000004
0.0914792875,0.42000000000000004
0.0917566436111111,0.42000000000000004
0.09203420388888889,0.42000000000000004
0.09231285888888889,0.42000000000000004
0.09259041944444445,0.42000000000000004
0.09286718611111111,0.42000000000000004
0.09314536111111112,0.42000000000000004
0.09342298833333335,0.42000000000000004
0.0937008625,0.42000000000000004
0.09398033861111112,0.42000000000000004
0.09425670222222221,0.43
0.09453471749999999,0.43
0.09481269527777778,0.43
0.09509015999999999,0.43
0.09536767638888889,0.43
0.0956455225,0.43
0.09592380472222221,0.43
0.09620097083333333,0.43
0.0964786375,0.43
0.09675698138888889,0.43
0.09703456083333332,0.43
0.09731225555555556,0.43
0.09759016472222222,0.43
0.09786765472222222,0.43
0.09814574333333334,0.43
0.09842528111111111,0.43
0.09870125138888888,0.43
0.09897897583333334,0.43
0.09925608138888889,0.43
0.09953532999999999,0.43
0.09981238444444444,0.43
0.10009006944444444,0.43
0.10036847805555556,0.43
0.10064556555555555,0.43
0.10092266638888889,0.43
0.10120079027777777,0.43
0.10147946833333332,0.43
0.10175810666666667,0.43
0.10203474527777778,0.43
0.10231213638888889,0.43
0.10259016305555556,0.43
0.10286800861111112,0.43
0.1031457375,0.44000000000000006
0.10342381222222222,0.44000000000000006
0.1037018125,0.44000000000000006
0.10397897944444444,0.44000000000000006
0.10425593138888889,0.44000000000000006
0.10453602083333334,0.44000000000000006
0.10481194444444444,0.44000000000000006
0.10509000972222221,0.44000000000000006
0.10536789,0.44000000000000006
0.10564567055555556,0.44000000000000006
0.10592350194444444,0.44000000000000006
0.10620119805555556,0.44000000000000006
0.1064786888888889,0.44000000000000006
0.10675660194444443,0.44000000000000006
0.10703397722222222,0.44000000000000006
0.10731197222222222,0.44000000000000006
0.10758972888888889,0.44000000000000006
0.10787089888888889,0.44000000000000006
0.10814573805555555,0.44000000000000006
0.10842357138888889,0.43
0.10870112361111112,0.43
0.10897904416666668,0.43
0.10925641916666666,0.43
0.10953425555555556,0.43
0.10981178611111111,0.42000000000000004
0.1100896786111111,0.42000000000000004
0.11036729833333334,0.42000000000000004
0.1106454961111111,0.42000000000000004
0.11092350055555557,0.42000000000000004
0.11120130166666667,0.42000000000000004
0.11147873083333334,0.42000000000000004
0.111756535,0.42000000000000004
0.11203613250000001,0.42000000000000004
0.11231211194444445,0.42000000000000004
0.1125901175,0.42000000000000004
0.11286776,0.42000000000000004
0.11314526805555555,0.42000000000000004
0.11342338166666667,0.42000000000000004
0.11370129472222222,0.42000000000000004
0.11397921055555556,0.42000000000000004
0.11425685222222222,0.42000000000000004
0.11453466583333333,0.42000000000000004
0.11481228472222223,0.42000000000000004
0.11509014694444444,0.42000000000000004
0.11536789916666666,0.42000000000000004
0.1156455086111111,0.42000000000000004
0.11592312333333334,0.42000000000000004
0.11620066583333334,0.42000000000000004
0.1164786225,0.41
0.1167566061111111,0.41
0.11703514833333332,0.41
0.11731242722222222,0.41
0.11759012305555555,0.41
0.11786898416666668,0.41
0.11814531222222223,0.41
0.11842330638888889,0.41
0.11870082166666668,0.41
0.11897943777777778,0.41
0.11925898277777777,0.41
0.11953466861111112,0.41
0.11981268777777777,0.41
0.12008997555555556,0.41
0.12036815305555557,0.41
0.12064548166666667,0.41
0.12092312666666667,0.41
0.12120056583333334,0.41
0.12148023722222222,0.41
0.12175700222222222,0.41
0.12203488694444445,0.41
0.12231229527777777,0.41
0.12259048888888889,0.41
0.1228679463888889,0.41
0.1231460363888889,0.41
0.12342339333333333,0.41
0.12370122333333333,0.41
0.12397864916666666,0.41
0.12425611194444444,0.41
0.12453463833333334,0.4
0.12481204861111111,0.41
0.1250905788888889,0.41
0.12536764833333333,0.4
0.12564573722222222,0.4
0.12592352277777777,0.4
0.12620111333333334,0.4
0.12647920055555556,0.4
0.126756735,0.4
0.1270345125,0.4
0.12731195083333333,0.4
0.1275898577777778,0.4
0.1278690475,0.4
0.12814571333333333,0.4
0.12842273972222223,0.4
0.12870011555555555,0.4
0.12898036777777777,0.4
0.12925683694444445,0.4
0.12953451361111112,0.4
0.12981231944444444,0.4
0.1300899563888889,0.4
0.1303679311111111,0.4
0.1306471088888889,0.4
0.13092368138888888,0.4
0.13120143722222222,0.4
0.1314790163888889,0.4
0.13175680722222222,0.4
0.1320346663888889,0.4
0.13231223472222223,0.4
0.13258969555555555,0.4
0.13286760972222222,0.4
0.133146715,0.4
0.1334259136111111,0.4
0.13370149083333335,0.4
0.1339793002777778,0.4
0.13425676472222223,0.4
0.1345345172222222,0.4
0.1348121552777778,0.4
0.1350902138888889,0.4
0.13536763305555555,0.4
0.13564551166666666,0.4
0.1359243188888889,0.4
0.13620159666666665,0.39
0.13647913111111112,0.39
0.13675684305555555,0.39
0.13703459166666665,0.39
0.13731239527777778,0.39
0.13759009416666668,0.39
0.13786739888888888,0.39
0.13814597666666667,0.39
0.1384233622222222,0.39
0.13870123222222222,0.39
0.1389791675,0.39
0.13925685305555557,0.39
0.13953512194444445,0.39
0.13981233805555554,0.39
0.14008986583333333,0.39
0.14036746666666666,0.39
0.1406454825,0.39
0.14092343027777776,0.39
0.14120267611111112,0.39
0.14147936,0.39
0.14175695555555556,0.39
0.1420342875,0.39
0.1423122936111111,0.39
0.14258985777777777,0.39
0.14286756833333333,0.39
0.14314567305555556,0.39
0.14342333722222222,0.39
0.14370072083333332,0.39
0.14397898999999997,0.39
0.14425822972222221,0.39
0.14453444722222222,0.39
0.1448123336111111,0.39
0.1450902427777778,0.39
0.1453681211111111,0.39
0.14564570833333335,0.39
0.14592342333333336,0.39
0.1462010711111111,0.39
0.14647904888888888,0.39
0.14675579722222223,0.39
0.14703486694444443,0.39
0.14731236611111112,0.39
0.14759008888888886,0.39
0.14786722416666667,0.39
0.14814503555555555,0.39
0.14842324750000002,0.39
0.1487012213888889,0.39
0.1489784911111111,0.39
0.14925641055555555,0.39
0.14953417777777778,0.39
0.14981307694444446,0.39
0.15009004416666666,0.39
0.15036789611111112,0.39
0.15064572666666667,0.39
0.15092348611111112,0.39
0.15120134833333332,0.39
0.1514786225,0.39
0.15175625444444443,0.39
0.15203488388888892,0.39
0.15231376361111112,0.39
0.15259015888888888,0.39
0.15286803194444445,0.39
0.1531459897222222,0.39
0.15342381222222223,0.39
0.15370086583333334,0.39
0.15397897944444447,0.39
0.15425624138888888,0.39
0.15453443472222222,0.39
0.15481268805555556,0.39
0.15509099999999998,0.39
0.15536790027777778,0.39
0.15564556361111112,0.38
0.15592345916666664,0.38
0.1562011186111111,0.38
0.15647862638888888,0.38
0.15675662666666665,0.38
0.15703463805555556,0.38
0.15731224527777776,0.38
0.15758983083333333,0.38
0.15786730583333333,0.38
0.15814510333333331,0.38
0.15842345416666667,0.38
0.15870124583333334,0.38
0.15897899833333332,0.38
0.1592567661111111,0.38
0.15953438027777778,0.38
0.15981264305555556,0.38
0.16009008472222222,0.38
0.16036789861111111,0.38
0.1606456963888889,0.38
0.16092346416666667,0.38
0.1612013277777778,0.38
0.1614790486111111,0.38
0.16175682222222224,0.38
0.16203574805555557,0.38
0.16231239194444444,0.38
0.16259015805555554,0.38
0.1628674411111111,0.38
0.16314535305555555,0.38
0.16342395416666666,0.38
0.16370091944444445,0.38
0.1639795088888889,0.38
0.16425677972222222,0.38
0.16453456194444446,0.38
0.16481234,0.38
0.16508996750000002,0.38
0.16536687583333332,0.38
0.16564541055555557,0.38
0.16592339861111113,0.38
0.16620077166666666,0.38
0.1664789961111111,0.38
0.16675668638888888,0.38
0.16703405222222223,0.38
0.16731187666666666,0.38
0.16759015805555555,0.38
0.16786890138888888,0.38
0.16814567194444446,0.38
0.16842291472222223,0.38
0.16870073416666667,0.38
0.16897883749999998,0.38
0.16925852666666666,0.38
0.16953460972222223,0.38
0.1698123425,0.38
0.17008991194444442,0.38
0.17036758222222223,0.38
0.17064625805555558,0.38
0.17092314111111112,0.38
0.17120114027777777,0.38
0.17147866055555555,0.38
0.17175635555555557,0.38
0.1720338886111111,0.38
0.17231264666666665,0.38
0.17259097583333333,0.38
0.17286772749999998,0.38
0.1731457236111111,0.38
0.17342329,0.38
0.17370203722222222,0.38
0.17397888388888888,0.38
0.1742567875,0.38
0.1745341933333333,0.38
0.1748118627777778,0.38
0.17508966611111113,0.38
0.17536790166666666,0.38
0.17564574805555555,0.38
0.17592584916666668,0.38
0.17620109027777778,0.38
0.17647871972222223,0.38
0.17675655499999998,0.38
0.17703405083333335,0.38
0.17731283444444443,0.37000000000000005
0.1775898052777778,0.38
0.17786778583333332,0.38
0.17814545972222223,0.37000000000000005
0.17842362833333333,0.38
0.17870089749999998,0.37000000000000005
0.17897892305555554,0.37000000000000005
0.1792568261111111,0.37000000000000005
0.17953433722222223,0.37000000000000005
0.17981292861111112,0.37000000000000005
0.18009027249999998,0.37000000000000005
0.18036785194444444,0.37000000000000005
0.18064564,0.37000000000000005
0.18092563527777777,0.37000000000000005
0.1812009625,0.37000000000000005
0.18147831166666667,0.37000000000000005
0.1817564316666667,0.37000000000000005
0.18203449416666664,0.37000000000000005
0.18231218861111112,0.37000000000000005
0.18259145138888888,0.37000000000000005
0.18286789472222223,0.37000000000000005
0.18314595833333336,0.37000000000000005
0.18342318138888888,0.37000000000000005
0.18370047805555556,0.37000000000000005
0.1839791872222222,0.37000000000000005
0.18425628,0.37000000000000005
0.18453378972222223,0.37000000000000005
0.18481198305555555,0.37000000000000005
0.18508987388888887,0.37000000000000005
0.18536921583333332,0.37000000000000005
0.18564622083333335,0.37000000000000005
0.18592350777777777,0.37000000000000005
0.1862012411111111,0.37000000000000005
0.18647865472222222,0.37000000000000005
0.18675680305555556,0.37000000000000005
0.18703448972222222,0.37000000000000005
0.18731203611111114,0.37000000000000005
0.18759011750000001,0.37000000000000005
0.18786768083333336,0.37000000000000005
0.18814496055555557,0.37000000000000005
0.18842348833333333,0.37000000000000005
0.18870149777777775,0.37000000000000005
0.1889790325,0.37000000000000005
0.18925684166666665,0.37000000000000005
0.1895346025,0.37000000000000005
0.18981226444444446,0.37000000000000005
0.19008978416666666,0.37000000000000005
0.19036745805555555,0.37000000000000005
0.1906457477777778,0.37000000000000005
0.1909235086111111,0.37000000000000005
0.19120101555555558,0.37000000000000005
0.19147860444444445,0.37000000000000005
0.19175709694444446,0.37000000000000005
0.19203451472222222,0.37000000000000005
0.19231216888888888,0.37000000000000005
0.1925901777777778,0.37000000000000005
0.19286756555555554,0.37000000000000005
0.1931457025,0.37000000000000005
0.19342344972222222,0.37000000000000005
0.19370123638888886,0.37000000000000005
0.19397899944444444,0.37000000000000005
0.19425683083333334,0.37000000000000005
0.19453484333333332,0.37000000000000005
0.19481211694444445,0.37000000000000005
0.19509011388888886,0.37000000000000005
0.19536744194444447,0.37000000000000005
0.19564704694444446,0.37000000000000005
0.1959237322222222,0.37000000000000005
0.19620137916666666,0.37000000000000005
0.19647900305555557,0.37000000000000005
0.19675676638888887,0.37000000000000005
0.1970342863888889,0.37000000000000005
0.19731197361111114,0.37000000000000005
0.19758989583333333,0.37000000000000005
0.19786764472222224,0.37000000000000005
0.1981449922222222,0.37000000000000005
0.198424025,0.37000000000000005
0.19870355611111112,0.37000000000000005
0.19897909472222222,0.37000000000000005
0.19925679249999997,0.37000000000000005
0.199534825,0.37000000000000005
0.1998123838888889,0.37000000000000005
0.2000901247222222,0.37000000000000005
0.2003682397222222,0.37000000000000005
0.20064531833333332,0.37000000000000005
0.20092329277777776,0.37000000000000005
0.20120129888888888,0.37000000000000005
0.20147900472222224,0.37000000000000005
0.20175601361111112,0.37000000000000005
0.20203393444444445,0.37000000000000005
0.20231144583333333,0.37000000000000005
0.20259129250000002,0.37000000000000005
0.20286772944444445,0.37000000000000005
0.20314570694444442,0.37000000000000005
0.20342305972222224,0.37000000000000005
0.20370088972222222,0.37000000000000005
0.20397894055555557,0.37000000000000005
0.20425682416666666,0.37000000000000005
0.20453466999999997,0.37000000000000005
0.20481239222222222,0.37000000000000005
0.2050899361111111,0.37000000000000005
0.20536794277777778,0.37000000000000005
0.20564563444444445,0.37000000000000005
0.20592342194444443,0.37000000000000005
0.20620103833333334,0.37000000000000005
0.20647971166666665,0.37000000000000005
0.20675838777777777,0.37000000000000005
0.20703455416666666,0.37000000000000005
0.20731241222222224,0.37000000000000005
0.20759005833333333,0.37000000000000005
0.2078677186111111,0.37000000000000005
0.2081459377777778,0.37000000000000005
0.20842312416666667,0.37000000000000005
0.20870094305555556,0.37000000000000005
0.20897807305555555,0.37000000000000005
0.20925671333333332,0.37000000000000005
0.20953453444444445,0.37000000000000005
0.20981234666666665,0.37000000000000005
0.21008982583333333,0.37000000000000005
0.21036916388888888,0.37000000000000005
0.2106456511111111,0.37000000000000005
0.21092344555555553,0.37000000000000005
0.21120137111111112,0.37000000000000005
0.2114803763888889,0.37000000000000005
0.21175679777777778,0.37000000000000005
0.21203484611111112,0.37000000000000005
0.21231207249999998,0.37000000000000005
0.2125898038888889,0.36000000000000004
0.21286811111111112,0.36000000000000004
0.21314525722222225,0.37000000000000005
0.21342319833333334,0.37000000000000005
0.21370123166666666,0.37000000000000005
0.21397902805555558,0.37000000000000005
0.21425682000000001,0.37000000000000005
0.21453441805555554,0.36000000000000004
0.2148134972222222,0.36000000000000004
0.21508994472222223,0.37000000000000005
0.21536739638888888,0.37000000000000005
0.2156452613888889,0.36000000000000004
0.21592333249999998,0.36000000000000004
0.21620432583333332,0.36000000000000004
0.2164790811111111,0.36000000000000004
0.21675712527777777,0.36000000000000004
0.2170345611111111,0.36000000000000004
0.21731242194444444,0.36000000000000004
0.21759015805555557,0.36000000000000004
0.21786799527777778,0.36000000000000004
0.2181452636111111,0.36000000000000004
0.21842299222222222,0.36000000000000004
0.21870181500000002,0.36000000000000004
0.21897897444444445,0.36000000000000004
0.2192568161111111,0.36000000000000004
0.21953492416666667,0.36000000000000004
0.2198119527777778,0.36000000000000004
0.22008995472222223,0.36000000000000004
0.22036776944444444,0.36000000000000004
0.22064569722222224,0.36000000000000004
0.22092283083333333,0.36000000000000004
0.2212005972222222,0.36000000000000004
0.22147868999999998,0.36000000000000004
0.22175744166666667,0.36000000000000004
0.2220348025,0.36000000000000004
0.22231238027777778,0.36000000000000004
0.22259015250000003,0.36000000000000004
0.22286793166666669,0.36000000000000004
0.22314573472222224,0.36000000000000004
0.22342330222222223,0.36000000000000004
0.22370154416666665,0.36000000000000004
0.2239788222222222,0.36000000000000004
0.22425615138888888,0.36000000000000004
0.22453439944444445,0.36000000000000004
0.22481256694444446,0.36000000000000004
0.22509003749999998,0.36000000000000004
0.22536761111111112,0.36000000000000004
0.22564567972222221,0.36000000000000004
0.22592341277777778,0.36000000000000004
0.2262012052777778,0.36000000000000004
0.22647899333333335,0.36000000000000004
0.2267566286111111,0.36000000000000004
0.22703415083333334,0.36000000000000004
0.22731216666666668,0.36000000000000004
0.2275902625,0.36000000000000004
0.22786814666666666,0.36000000000000004
0.22814571416666665,0.36000000000000004
0.2284234661111111,0.36000000000000004
0.2287010913888889,0.36000000000000004
0.22897879416666667,0.36000000000000004
0.22925674555555556,0.36000000000000004
0.22953413305555553,0.36000000000000004
0.22981205194444446,0.36000000000000004
0.23009053083333333,0.36000000000000004
0.23036934916666665,0.36000000000000004
0.23064569027777776,0.36000000000000004
0.2309234947222222,0.36000000000000004
0.23120116027777776,0.36000000000000004
0.2314790611111111,0.36000000000000004
0.23175665194444445,0.36000000000000004
0.2320345925,0.36000000000000004
0.2323116447222222,0.36000000000000004
0.2325898288888889,0.36000000000000004
0.23286793694444444,0.36000000000000004
0.23314595333333332,0.36000000000000004
0.23342352472222222,0.36000000000000004
0.23370116694444446,0.36000000000000004
0.2339788,0.36000000000000004
0.23425815444444442,0.36000000000000004
0.2345343963888889,0.36000000000000004
0.2348123447222222,0.36000000000000004
0.23508975,0.36000000000000004
0.23536839027777776,0.36000000000000004
0.2356457363888889,0.36000000000000004
0.23592345472222223,0.36000000000000004
0.2362011722222222,0.36000000000000004
0.23647902361111112,0.36000000000000004
0.23675815805555556,0.36000000000000004
0.2370342102777778,0.36000000000000004
0.23731207361111112,0.36000000000000004
0.23759011500000002,0.36000000000000004
0.23786788527777777,0.36000000000000004
0.23814519,0.36000000000000004
0.2384235613888889,0.36000000000000004
0.23870289916666665,0.36000000000000004
0.23897896722222223,0.36000000000000004
0.23925682583333333,0.36000000000000004
0.23953468500000002,0.36000000000000004
0.23981207194444443,0.36000000000000004
0.2400908052777778,0.36000000000000004
0.24036793333333334,0.36000000000000004
0.24064545944444446,0.36000000000000004
0.24092317361111112,0.36000000000000004
0.24120215111111112,0.36000000000000004
0.24148132972222225,0.36000000000000004
0.24175673833333333,0.36000000000000004
0.24203456638888887,0.36000000000000004
0.24231221972222222,0.36000000000000004
0.24259046888888888,0.36000000000000004
0.24286795805555556,0.36000000000000004
0.2431460286111111,0.36000000000000004
0.24342363,0.36000000000000004
0.24370066694444445,0.36000000000000004
0.24397863694444444,0.36000000000000004
0.2442570941666667,0.36000000000000004
0.24453469611111112,0.36000000000000004
0.24481234666666665,0.36000000000000004
0.2450901338888889,0.36000000000000004
0.24536755694444445,0.36000000000000004
0.24564572111111113,0.36000000000000004
0.24592344555555554,0.36000000000000004
0.24620088666666665,0.36000000000000004
0.24647862527777778,0.36000000000000004
0.24675714805555557,0.36000000000000004
0.2470352836111111,0.36000000000000004
0.24731244083333334,0.36000000000000004
0.2475902133333333,0.36000000000000004
0.24786793583333333,0.36000000000000004
0.2481453988888889,0.36000000000000004
0.2484233411111111,0.36000000000000004
0.24870321194444445,0.36000000000000004
0.2489787413888889,0.36000000000000004
0.24925627833333333,0.36000000000000004
0.24953461944444444,0.36000000000000004
0.24981297194444443,0.36000000000000004
0.25009020583333336,0.36000000000000004
0.2503679088888889,0.36000000000000004
0.25064569388888885,0.36000000000000004
0.25092315083333333,0.36000000000000004
0.2512011863888889,0.36000000000000004
0.2514809508333333,0.36000000000000004
0.2517568422222222,0.36000000000000004
0.25203394611111113,0.36000000000000004
0.2523119811111111,0.36000000000000004
0.2525895325,0.36000000000000004
0.25286786805555556,0.36000000000000004
0.25314570666666664,0.36000000000000004
0.2534232533333333,0.36000000000000004
0.25370124527777776,0.36000000000000004
0.2539796263888889,0.36000000000000004
