#Procedure: <__main__.ExtruderPIDProcedure>
#Parameters:
#	Experiment Time: 10 min
#	Kd: 0
#	Ki: 0
#	Kp: 2000
#	Temperature Setpoint: 100 C
#Data:
Time (min),Temperature (C),Voltage (V),PID Control (V)
7.068893694877625,418.0,0.0,nan
7.076683537165324,417.75,0.0,nan
7.085944354534149,417.5,0.0,nan
7.0921262264251705,417.25,0.0,nan
7.100622053941091,417.0,0.0,nan
7.1132747530937195,416.75,0.0,nan
7.118996838728587,416.5,0.0,nan
7.127534973621368,416.5,0.0,nan
7.138914239406586,416.25,0.0,nan
7.14433886607488,416.0,0.0,nan
7.15567421913147,415.75,0.0,nan
7.161321520805359,415.5,0.0,nan
7.174745845794678,415.5,0.0,nan
7.181418061256409,415.25,0.0,nan
7.189453037579854,415.0,0.0,nan
7.2018910845120745,414.75,0.0,nan
7.207884176572164,414.5,0.0,nan
7.216485758622487,414.5,0.0,nan
7.2263789216677345,414.0,0.0,nan
7.233322878678639,414.0,0.0,nan
7.24640922943751,413.75,0.0,nan
7.251597650845846,413.5,0.0,nan
7.261643195152283,413.25,0.0,nan
7.271299819151561,413.0,0.0,nan
7.277160942554474,413.0,0.0,nan
7.2906920115153,412.75,0.0,nan
7.297643621762593,412.5,0.0,nan
7.305417199929555,412.25,0.0,nan
7.318289522329966,412.0,0.0,nan
7.324955809116363,411.75,0.0,nan
7.333751106262207,411.5,0.0,nan
7.345355006059011,411.5,0.0,nan
7.352314205964406,411.25,0.0,nan
7.362385904788971,411.0,0.0,nan
7.368568789958954,410.75,0.0,nan
7.377374537785848,410.5,0.0,nan
7.388391041755677,410.25,0.0,nan
7.394054818153381,410.0,0.0,nan
7.403860847155253,410.0,0.0,nan
7.413698756694794,409.75,0.0,nan
7.420875283082326,409.5,0.0,nan
7.42787690560023,409.5,0.0,nan
7.437897499402364,409.25,0.0,nan
7.4477566361427305,409.0,0.0,nan
7.454688127835592,408.75,0.0,nan
7.461808045705159,408.5,0.0,nan
7.472963122526805,408.5,0.0,nan
7.478596079349518,408.25,0.0,nan
7.492091000080109,408.0,0.0,nan
7.498995923995972,407.5,0.0,nan
7.506777954101563,407.5,0.0,nan
7.519527077674866,407.5,0.0,nan
7.529654443264008,407.25,0.0,nan
7.535110958417257,407.0,0.0,nan
7.545164700349172,406.75,0.0,nan
7.5570407032966616,406.5,0.0,nan
7.564782742659251,406.25,0.0,nan
7.57168802022934,406.0,0.0,nan
7.581990774472555,406.0,0.0,nan
7.588687145709992,405.75,0.0,nan
7.6015623370806376,405.5,0.0,nan
7.606957308451334,405.25,0.0,nan
7.615512673060099,405.25,0.0,nan
7.626829127470653,405.0,0.0,nan
7.632750594615937,404.75,0.0,nan
7.644107107321421,404.5,0.0,nan
7.650802183151245,404.5,0.0,nan
7.660579295953115,404.0,0.0,nan
7.666243004798889,404.0,0.0,nan
7.677632375558217,403.75,0.0,nan
7.683245507876078,403.5,0.0,nan
7.69690690835317,403.25,0.0,nan
