# Temperatures Spanned = 299.843 to 1094.643 [K]
# D  Retention = 1.6845e+20 [ D/m^2] where D = 2 x D2 + 1 x HD
Time[s]     Temp[K]     [D/m^2/s]   [HD/m^2/s]  [D2/m^2/s] 
6.0100e+02	2.9984e+02	7.6629e+13	4.5459e+13	1.5585e+13
6.0800e+02	3.0221e+02	4.5833e+13	3.9210e+13	3.3117e+12
6.1400e+02	3.0422e+02	-1.5791e+14	-1.3222e+14	-1.2846e+13
6.2100e+02	3.0658e+02	-1.3244e+14	-1.0920e+14	-1.1619e+13
6.2800e+02	3.0893e+02	-8.3079e+13	-8.0002e+13	-1.5382e+12
6.3500e+02	3.1082e+02	-5.9538e+13	-5.2824e+13	-3.3571e+12
6.4100e+02	3.1244e+02	-1.5686e+13	7.4407e+12	-1.1563e+13
6.4800e+02	3.1432e+02	-2.5739e+13	-1.0790e+12	-1.2330e+13
6.5500e+02	3.1722e+02	-8.3724e+13	-6.5635e+13	-9.0448e+12
6.6100e+02	3.1984e+02	-1.1418e+14	-1.0116e+14	-6.5078e+12
6.6800e+02	3.2289e+02	-2.8933e+13	-2.3415e+13	-2.7594e+12
6.7500e+02	3.2473e+02	2.3666e+13	3.2057e+13	-4.1952e+12
6.8100e+02	3.2597e+02	-1.8113e+14	-1.5314e+14	-1.3997e+13
6.8800e+02	3.2741e+02	-3.7448e+14	-3.2844e+14	-2.3023e+13
6.9500e+02	3.2938e+02	-3.6711e+14	-3.0545e+14	-3.0829e+13
7.0100e+02	3.3135e+02	-2.3742e+14	-1.6606e+14	-3.5679e+13
7.0800e+02	3.3364e+02	-1.6154e+14	-8.7822e+13	-3.6859e+13
7.1500e+02	3.3613e+02	-2.2800e+14	-1.4470e+14	-4.1653e+13
7.2100e+02	3.3843e+02	-2.7295e+14	-1.8197e+14	-4.5489e+13
7.2800e+02	3.4111e+02	-2.4162e+14	-1.5769e+14	-4.1963e+13
7.3500e+02	3.4332e+02	-1.1903e+14	-3.6303e+13	-4.1361e+13
7.4100e+02	3.4459e+02	8.9181e+13	1.8583e+14	-4.8322e+13
7.4800e+02	3.4606e+02	1.2915e+14	2.5673e+14	-6.3792e+13
7.5500e+02	3.4785e+02	-2.5056e+14	-8.5117e+13	-8.2720e+13
7.6200e+02	3.5048e+02	-6.1185e+14	-4.3554e+14	-8.8155e+13
7.6800e+02	3.5273e+02	-6.5295e+14	-4.7326e+14	-8.9844e+13
7.7500e+02	3.5525e+02	-6.3153e+14	-4.2278e+14	-1.0438e+14
7.8200e+02	3.5713e+02	-7.1182e+14	-4.7408e+14	-1.1887e+14
7.8800e+02	3.5873e+02	-1.0266e+15	-7.4962e+14	-1.3848e+14
7.9500e+02	3.6063e+02	-1.7670e+15	-1.4145e+15	-1.7627e+14
8.0200e+02	3.6345e+02	-2.4422e+15	-2.0106e+15	-2.1580e+14
8.0900e+02	3.6627e+02	-2.7275e+15	-2.2403e+15	-2.4362e+14
8.1500e+02	3.6869e+02	-3.1442e+15	-2.5977e+15	-2.7325e+14
8.2200e+02	3.6982e+02	-3.7306e+15	-3.1026e+15	-3.1398e+14
8.2900e+02	3.7077e+02	-4.4743e+15	-3.7841e+15	-3.4510e+14
8.3500e+02	3.7159e+02	-6.2336e+15	-5.5004e+15	-3.6659e+14
8.4200e+02	3.7365e+02	-8.4355e+15	-7.6535e+15	-3.9100e+14
8.4900e+02	3.7603e+02	-9.3342e+15	-8.5618e+15	-3.8618e+14
8.5500e+02	3.7807e+02	-8.2361e+15	-7.5269e+15	-3.5463e+14
8.6200e+02	3.8048e+02	-6.7022e+15	-6.0931e+15	-3.0455e+14
8.6900e+02	3.8290e+02	-4.9605e+15	-4.4646e+15	-2.4797e+14
8.7600e+02	3.8532e+02	-2.7293e+15	-2.3381e+15	-1.9560e+14
8.8200e+02	3.8711e+02	-2.6320e+14	5.4374e+13	-1.5879e+14
8.8900e+02	3.8900e+02	2.1742e+15	2.3948e+15	-1.1031e+14
8.9600e+02	3.9089e+02	4.1327e+15	4.1903e+15	-2.8785e+13
9.0200e+02	3.9282e+02	5.8000e+15	5.7550e+15	2.2498e+13
9.0900e+02	3.9545e+02	7.3580e+15	7.3204e+15	1.8812e+13
9.1600e+02	3.9809e+02	8.9333e+15	8.9348e+15	-7.4284e+11
9.2200e+02	4.0020e+02	1.0086e+16	1.0117e+16	-1.5547e+13
9.2900e+02	4.0230e+02	1.0924e+16	1.0938e+16	-7.3943e+12
9.3600e+02	4.0440e+02	1.1582e+16	1.1565e+16	8.6868e+12
9.4200e+02	4.0609e+02	1.1981e+16	1.2040e+16	-2.9691e+13
9.4900e+02	4.0754e+02	1.2315e+16	1.2490e+16	-8.7597e+13
9.5600e+02	4.0900e+02	1.2447e+16	1.2670e+16	-1.1164e+14
9.6200e+02	4.1027e+02	1.2235e+16	1.2501e+16	-1.3301e+14
9.6900e+02	4.1229e+02	1.2089e+16	1.2378e+16	-1.4414e+14
9.7600e+02	4.1431e+02	1.1888e+16	1.2191e+16	-1.5163e+14
