# Total D retention: 1.689E+20 1/m^2
# DH retention: 1.138E+20 1/m^2
# D2 retention: 2.764E+19 1/m^2
Peak,r_m,r_m_error,Ea,Ea_error,Tm,Tm_error
1,1.1497744242251682e+17,0.0,0.2265278065953295,0.040091518796864734,1574.7270264692525,36352361.182175614
2,4.588056470739975e+17,1946076.6275089388,1.8371143489614488,4.393850479493336e-09,1194.450203799728,3.176786930630935e-10
