Deformation (mm),Measured force (N),Force err (N),Force 4cm (N),Force 4cm err (N),f_b (KPa),f_b err (KPa)
0.0,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.1,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.2,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.3,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.4,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.5,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.6,0.0,0.5,0.0,0.27743495890885195,0.0,50.00000314498841
0.7,1.1,0.5,0.6103569095994742,0.2774349589088519,80.36296050639922,0.45489127173308125
0.8,1.2,0.5,0.6658439013812445,0.2774349589088519,87.66868418879915,0.4170438945268439
