Time (s),Temperature (K),Temperature error (K)
0.0,970.4554615297881,1.8975867759066347e-10
4.894894894894895,972.0756220229183,0.0024319495164172975
9.78978978978979,973.6716644352548,0.009682450741514904
14.684684684684685,975.2437411252133,0.021685783771618384
19.57957957957958,976.7920039204463,0.038376618940099194
24.474474474474476,978.3166041186812,0.05969001611542456
29.36936936936937,979.817692488556,0.08556142380977451
34.26426426426426,981.2954192704584,0.11592667828798976
39.15915915915916,982.7499341773625,0.1507220026768548
44.054054054054056,984.1813863956651,0.18988400607472117
48.94894894894895,985.5899245860239,0.23334968266147657
53.84384384384384,986.9756968841954,0.2810564108088636
58.73873873873874,988.33885090187,0.3329419521911545
63.633633633633636,989.6795337275123,0.3889444508961864
68.52852852852853,990.9978919271955,0.4490024325367616
73.42342342342343,992.2940715454407,0.5130548033624209
78.31831831831832,993.5682181060528,0.581040849371592
83.21321321321321,994.8204766129589,0.6529002354241211
88.10810810810811,996.0509915510451,0.7285730043541927
93.003003003003,997.2599068869933,0.8079995760836411
97.8978978978979,998.4473660701193,0.8911207467356651
102.7927927927928,999.6135120332099,0.9778776877489427
107.68768768768768,1000.7584871933593,1.0682119449921625
112.58258258258259,1001.8824334528083,1.162065437878971
117.47747747747748,1002.9854921997788,1.2593804584833397
122.37237237237237,1004.067804309314,1.3600996706553674
127.26726726726727,1005.1295101441137,1.4641661091375182
132.16216216216216,1006.1707495553724,1.5715231786812967
137.05705705705705,1007.1916618836159,1.6821146531643822
141.95195195195194,1008.1923859595399,1.7958846747082091
146.84684684684686,1009.1730601048461,1.9127777527960188
151.74174174174175,1010.1338221330794,2.0327387633913747
156.63663663663664,1011.0748093504665,2.155712948057159
161.53153153153153,1011.9961585567513,2.281645913075054
166.42642642642642,1012.8980060460337,2.4104836285655087
171.32132132132134,1013.7804876076063,2.5421724276082123
176.21621621621622,1014.6437385267924,2.6766590053630663
181.11111111111111,1015.4878935857811,2.81389041819168
186.006006006006,1016.3130870644674,2.953814082779377
190.9009009009009,1017.1194527412874,3.096377775257742
195.7957957957958,1017.9071238940573,3.241529630327695
200.6906906906907,1018.6762333008085,3.3892181403831203
205.5855855855856,1019.4269132406271,3.539392154635046
210.48048048048048,1020.1592954944899,3.692000878236383
215.37537537537537,1020.8735113461016,3.8469938714072436
220.27027027027026,1021.5696915827332,4.00432104856083
225.16516516516518,1022.2479664960579,4.163932677429918
230.06006006006007,1022.908465882989,4.325779378193939
234.95495495495496,1023.5513190465181,4.489812122606663
239.84984984984985,1024.1766547965506,4.655982233124505
244.74474474474474,1024.7846014507438,4.824241382035453
249.63963963963965,1025.3752868353447,4.994541590588631
254.53453453453454,1025.9488382860268,5.166835228124507
259.42942942942943,1026.5053826487276,5.341075011205761
264.3243243243243,1027.0450462804847,5.5172140027488155
269.2192192192192,1027.5679550502748,5.69520561115603
274.1141141141141,1028.074234339851,5.875003589448606
279.009009009009,1028.5640090445777,6.056562034400161
283.9039039039039,1029.0374035742702,6.239835385671035
288.7987987987988,1029.4945418540321,6.424778424943294
293.6936936936937,1029.9355473250907,6.611346275056467
298.5885885885886,1030.3605429456359,6.799494399144049
303.4834834834835,1030.7696511916565,6.989178599770714
308.3783783783784,1031.1629940577784,7.180355018070325
313.2732732732733,1031.5406930581012,7.372980132884713
318.16816816816817,1031.9028692270354,7.567010759903226
323.06306306306305,1032.2496431201405,7.7624040508031005
327.95795795795794,1032.5811348149607,7.959117492390639
332.85285285285283,1032.897463911865,8.157108905743208
337.7477477477477,1033.198749534881,8.356336445352083
342.64264264264267,1033.485110332534,8.55675859826613
347.53753753753756,1033.7566644786862,8.75833418323637
