# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.75434E+02  0.25190E+02  0.11709E+03  0.35021E+01  0.23893E+02  0.11842E+03 -0.35303E+01  0.16683E+01  0.25124E+01  0.70324E+01  0.00000E+00  0.00000E+00  0.87548E+01  0.68288E+02  0.66758E+02  0.71456E+01  0.00000E+00  0.37471E+02
            2            1  0.10000E+00  0.30611E+02  0.65220E+02  0.33238E+03  0.29855E+03  0.64599E+02  0.33468E+03  0.29702E+03  0.97650E+00  0.23049E+01  0.15257E+01  0.00000E+00  0.00000E+00  0.31762E+01  0.29389E+02  0.27631E+02  0.12217E+01  0.00000E+00  0.16408E+02
            2            1  0.10000E+00  0.30046E+02  0.44241E+01  0.50856E+02 -0.61246E+00  0.55704E+01  0.51132E+02  0.14803E+01  0.12983E+01  0.27621E+00  0.20927E+01  0.00000E+00  0.00000E+00  0.29108E+01  0.28910E+02  0.28076E+02  0.11353E+01  0.00000E+00  0.17469E+02
            2            1  0.10000E+00  0.40175E+02  0.34471E+02  0.22013E+03  0.30694E+02  0.34222E+02  0.22112E+03  0.28994E+02  0.54787E+00  0.66054E+00  0.16868E+01  0.00000E+00  0.00000E+00  0.22270E+01  0.38855E+02  0.38023E+02  0.13201E+01  0.35151E+02  0.18471E+02
            2            1  0.10000E+00  0.78233E+02  0.44908E+02  0.25756E+03  0.53553E+02  0.44198E+02  0.25916E+03  0.52600E+02  0.22565E+01  0.13101E+01  0.88527E+00  0.00000E+00  0.00000E+00  0.31016E+01  0.74699E+02  0.73279E+02  0.28214E+01  0.59004E+02  0.13359E+02
            2            1  0.10000E+00  0.34628E+02  0.56616E+02  0.26766E+03  0.71487E+02  0.57815E+02  0.26919E+03  0.69802E+02  0.11991E+01  0.15309E+01  0.16850E+01  0.00000E+00  0.00000E+00  0.29566E+01  0.33399E+02  0.32825E+02  0.12288E+01  0.00000E+00  0.17365E+02
            2            1  0.10000E+00  0.31480E+02  0.11236E+03  0.25695E+03  0.16724E+03  0.11214E+03  0.25925E+03  0.16735E+03  0.22036E+00  0.22964E+01  0.75405E+00  0.00000E+00  0.00000E+00  0.26953E+01  0.30330E+02  0.28818E+02  0.11506E+01  0.00000E+00  0.19136E+02
            2            1  0.10000E+00  0.25814E+02  0.14659E+03  0.21211E+03  0.18796E+03  0.14734E+03  0.21251E+03  0.19240E+03  0.75319E+00  0.39891E+00  0.44379E+01  0.00000E+00  0.00000E+00  0.45947E+01  0.23750E+02  0.20609E+02  0.20645E+01  0.00000E+00  0.36091E+02
            2            1  0.10000E+00  0.38153E+02  0.14981E+03  0.20552E+03  0.18492E+03  0.14883E+03  0.20381E+03  0.18456E+03  0.83922E+00  0.12315E+01  0.39908E-01  0.00000E+00  0.00000E+00  0.14908E+01  0.36025E+02  0.35083E+02  0.12839E+01  0.30618E+02  0.57617E+01
            2            1  0.10000E+00  0.26317E+02  0.19138E+03  0.20194E+03  0.18570E+03  0.19272E+03  0.20514E+03  0.18432E+03  0.18950E+01  0.32016E+01  0.13814E+01  0.00000E+00  0.00000E+00  0.43206E+01  0.24392E+02  0.23539E+02  0.19252E+01  0.00000E+00  0.36300E+02
#ende
          10   number particle from SDTrimSP
