# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.31224E+02  0.53186E+00  0.18242E+02  0.66792E+00  0.32476E+01  0.21291E+02  0.68700E+00  0.27158E+01  0.30498E+01  0.77948E+00  0.00000E+00  0.00000E+00  0.48871E+01  0.28149E+02  0.25321E+02  0.28806E+01  0.00000E+00  0.30723E+02
            2            1  0.10000E+00  0.31638E+02  0.90461E+01  0.25091E+02  0.29699E+01  0.12066E+02  0.26087E+02  0.29372E+01  0.30200E+01  0.99519E+00  0.33975E+00  0.00000E+00  0.00000E+00  0.32779E+01  0.30384E+02  0.29438E+02  0.12536E+01  0.00000E+00  0.15513E+02
            2            1  0.10000E+00  0.31032E+02  0.10218E+01  0.27373E+02  0.12374E+01  0.23477E+01  0.30093E+02  0.10806E+01  0.13259E+01  0.27200E+01  0.26529E+00  0.00000E+00  0.00000E+00  0.31220E+01  0.28645E+02  0.27403E+02  0.20129E+01  0.00000E+00  0.16855E+02
            2            1  0.10000E+00  0.27354E+02  0.70862E+00  0.17338E+02 -0.18313E+00  0.31102E+01  0.18583E+02 -0.14573E+01  0.24016E+01  0.12443E+01  0.12741E+01  0.00000E+00  0.00000E+00  0.30994E+01  0.24588E+02  0.23287E+02  0.18023E+01  0.00000E+00  0.18940E+02
            2            1  0.10000E+00  0.26359E+02  0.32685E+00  0.20857E+02 -0.16617E+00  0.10464E+01  0.23437E+02 -0.50414E+00  0.77067E+00  0.25796E+01  0.33797E+00  0.00000E+00  0.00000E+00  0.28277E+01  0.25330E+02  0.25330E+02  0.10286E+01  0.00000E+00  0.19744E+02
            2            1  0.10000E+00  0.26234E+02  0.23251E+01  0.21645E+02 -0.10537E+01  0.36578E+01  0.21812E+02 -0.14040E+01  0.13327E+01  0.16633E+00  0.35027E+00  0.00000E+00  0.00000E+00  0.13880E+01  0.26234E+02  0.26234E+02  0.00000E+00  0.00000E+00  0.64758E+01
            2            1  0.10000E+00  0.36163E+02  0.26966E+01  0.29135E+02 -0.85766E+00  0.25030E+01  0.32839E+02 -0.24813E+00  0.36289E+00  0.37037E+01  0.66859E+00  0.00000E+00  0.00000E+00  0.42280E+01  0.33669E+02  0.31346E+02  0.24934E+01  0.00000E+00  0.30039E+02
            2            1  0.10000E+00  0.38383E+02  0.61495E+00  0.17385E+02 -0.17917E+00  0.13298E+01  0.19155E+02 -0.80410E+00  0.36716E+00  0.17547E+01  0.17588E+01  0.00000E+00  0.00000E+00  0.27463E+01  0.37087E+02  0.36275E+02  0.12957E+01  0.28474E+02  0.19206E+02
            2            1  0.10000E+00  0.29865E+02  0.13969E+01  0.26860E+02  0.74546E+00  0.14672E+01  0.28896E+02 -0.13015E+01  0.43116E+00  0.20361E+01  0.20470E+01  0.00000E+00  0.00000E+00  0.31811E+01  0.28676E+02  0.29720E+02  0.11885E+01  0.00000E+00  0.16072E+02
            2            1  0.10000E+00  0.37964E+02  0.18793E+01  0.21299E+02  0.39117E+00  0.23431E+01  0.24284E+02 -0.13694E+00  0.46377E+00  0.29858E+01  0.73986E+00  0.00000E+00  0.00000E+00  0.32440E+01  0.36608E+02  0.35026E+02  0.13566E+01  0.00000E+00  0.14617E+02
#ende
          10   number particle from SDTrimSP
