# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.70000E+00  0.16192E+01  0.49845E+00  0.14742E+02  0.87569E+00 -0.40443E+01  0.19729E+02  0.36766E+01  0.45427E+01  0.49871E+01  0.28009E+01  0.43045E+00  0.90664E+00  0.00000E+00  0.28402E+01  0.19008E+01  0.72964E+00  0.00000E+00  0.14152E+02
            2            1  0.28000E+01  0.18121E+01  0.19602E-01  0.14142E+02  0.30489E+00 -0.37349E+01  0.17530E+02  0.23298E+01  0.37545E+01  0.33874E+01  0.20249E+01  0.43067E+00  0.81101E+00  0.00000E+00  0.32589E+01  0.24616E+01  0.42348E-01  0.00000E+00  0.81209E+00
            2            1  0.44000E+01  0.27943E+01  0.14848E-02  0.12908E+02  0.73559E+00 -0.38505E+01  0.18829E+02  0.25821E+01  0.38520E+01  0.59218E+01  0.18465E+01  0.36513E+00  0.91928E+00  0.00000E+00  0.41433E+01  0.32222E+01  0.14782E-01  0.00000E+00  0.23455E+00
            2            1  0.53000E+01  0.18529E+01  0.14722E+00  0.14114E+02 -0.23804E+00 -0.41067E+01  0.18575E+02 -0.33206E+01  0.42539E+01  0.44602E+01  0.30825E+01  0.23134E+00  0.40177E+00  0.00000E+00  0.38736E+01  0.30764E+01  0.63057E+00  0.00000E+00  0.10762E+02
            2            1  0.66000E+01  0.63585E+00  0.95362E-01  0.15356E+02  0.14157E+00 -0.46366E+01  0.18405E+02  0.34996E+00  0.47320E+01  0.30487E+01  0.20840E+00  0.38118E+00  0.99706E+00  0.00000E+00  0.25920E+01  0.25920E+01  0.66501E-01  0.00000E+00  0.16064E+01
            2            1  0.70000E+01  0.14049E+01  0.47523E+00  0.22179E+02  0.25375E+01 -0.51727E+01  0.23905E+02  0.27146E+01  0.56479E+01  0.17263E+01  0.17707E+00  0.82674E+00  0.99478E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.15980E+00  0.00000E+00  0.51433E+01
            2            1  0.72000E+01  0.24383E+01  0.93001E-02  0.13501E+02 -0.13261E+00 -0.46534E+01  0.18520E+02  0.10135E+01  0.46627E+01  0.50186E+01  0.11461E+01  0.80968E+00  0.90910E+00  0.00000E+00  0.45401E+01  0.36334E+01  0.30979E-01  0.00000E+00  0.48915E+00
            2            1  0.75000E+01  0.67918E+00  0.50325E+00  0.14580E+02  0.28971E+00 -0.49428E+01  0.19345E+02  0.15350E+00  0.54460E+01  0.47649E+01  0.13621E+00  0.31008E+00  0.99992E+00  0.19695E+01  0.37450E+01  0.30056E+01  0.88447E+00  0.00000E+00  0.17748E+02
            2            1  0.80000E+01  0.78121E+00  0.11599E+00  0.13147E+02 -0.10352E+00 -0.42875E+01  0.16368E+02  0.97572E+00  0.44035E+01  0.32209E+01  0.10792E+01  0.11531E+00  0.90534E+00  0.00000E+00  0.25102E+01  0.18626E+01  0.10445E+00  0.00000E+00  0.24906E+01
            2            1  0.86000E+01  0.15507E+01  0.12690E+00  0.12485E+02 -0.58665E+00 -0.36527E+01  0.16361E+02 -0.98936E+00  0.37796E+01  0.38762E+01  0.40270E+00  0.38661E+00  0.98985E+00  0.00000E+00  0.33200E+01  0.24313E+01  0.28441E+00  0.00000E+00  0.54660E+01
#ende
          10   number particle from SDTrimSP
